gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
SHC2,523,769,38.38092803955078,0.08397891,2.2110691104030624,0.013515525811839266,0.851291589607673,101,1,5,0.030457888,28,101,0.026197026,0.018903332,0.032649565,0.08287021,0.027162455,Background,2.2110691104030624,0.013515525811839266,0.851291589607673,0.013515525811839266
MSLN,278,680,34.47626495361328,0.08261208,2.208382160575606,0.013608822151848988,0.851291589607673,102,0,4,0.0023851802,8053,102,0.09526784,0.0,0.0126925,0.0767659,1.892859e-09,Background,2.208382160575606,0.013608822151848988,0.851291589607673,0.013608822151848988
LFNG,649,394,31.957199096679688,0.08422737,2.207781182489528,0.013629765218883911,0.851291589607673,103,1,5,0.035229757,10,103,0.041322276,0.025234181,0.059590455,0.026403315,0.035787895,Background,2.207781182489528,0.013629765218883911,0.851291589607673,0.013629765218883911
MARK2,712,800,41.46653366088867,0.08413462,2.2003432535727723,0.013891275329539213,0.851291589607673,104,1,5,0.0077015045,347,104,0.063734554,0.07657759,0.004413275,0.041983366,0.0014219526,Background,2.2003432535727723,0.013891275329539213,0.851291589607673,0.013891275329539213
PLCE1,633,2348,41.98674011230469,0.08393222,2.1996439016725833,0.013916084905933303,0.851291589607673,105,0,4,0.004579395,1046,105,0.031346403,0.06825806,0.05529151,-0.001026297,0.03380848,Background,2.1996439016725833,0.013916084905933303,0.851291589607673,0.013916084905933303
PDE4C,591,732,39.11334228515625,0.08379202,2.1987000445204092,0.013949628897498645,0.851291589607673,106,1,5,0.0031979734,2864,106,0.0536268,0.0009567188,0.042054586,0.090726554,3.708751e-09,Background,2.1987000445204092,0.013949628897498645,0.851291589607673,0.013949628897498645
C19orf25,692,143,35.867530822753906,0.083972946,2.1965504270225344,0.014026284988171983,0.851291589607673,107,1,5,0.0048268903,920,107,0.053005256,0.003737201,0.01970781,0.1109839,0.00033505823,Background,2.1965504270225344,0.014026284988171983,0.851291589607673,0.014026284988171983
OCRL,673,945,41.17100143432617,0.083823495,2.1931443173689518,0.01414849144376404,0.851291589607673,108,1,5,0.012365313,124,108,0.03243137,0.002456637,0.018956814,0.09374682,0.039843403,Background,2.1931443173689518,0.01414849144376404,0.851291589607673,0.01414849144376404
CHML,690,778,41.6139030456543,0.08380911,2.1914667832723587,0.014209015462768336,0.851291589607673,109,1,5,0.013119346,110,109,0.08472055,0.0026514437,0.02119983,0.033575878,0.045255177,Background,2.1914667832723587,0.014209015462768336,0.851291589607673,0.014209015462768336
C6orf118,674,375,42.473182678222656,0.083585665,2.185496796265134,0.014426220298592906,0.851291589607673,110,0,4,0.0037431344,1865,110,0.12307222,0.0029375502,0.018602049,-0.000685595,0.042977013,Background,2.185496796265134,0.014426220298592906,0.851291589607673,0.014426220298592906
MEIKIN,688,379,42.83993911743164,0.0835851,2.1844668099364326,0.014463981784872213,0.851291589607673,111,0,4,0.0045570987,1060,111,0.085013896,0.03163038,0.031342924,-0.0017546723,0.04066945,Background,2.1844668099364326,0.014463981784872213,0.851291589607673,0.014463981784872213
CNKSR2,654,1046,41.871849060058594,0.08350356,2.1843836485113943,0.014467034368355535,0.851291589607673,112,1,5,0.032681286,18,112,0.05591278,0.0495999,0.017759556,0.027117977,0.036329433,Background,2.1843836485113943,0.014467034368355535,0.851291589607673,0.014467034368355535
ACAD9,605,660,40.80965805053711,0.083220094,2.1793705152988725,0.014652077324726275,0.851291589607673,113,0,4,0.003030414,3370,113,0.046348803,0.062271364,0.07826639,-0.0014663371,0.00066555856,Background,2.1793705152988725,0.014652077324726275,0.851291589607673,0.014652077324726275
FSCN3,721,510,42.218318939208984,0.083445676,2.1777380006557188,0.014712774028085079,0.851291589607673,114,0,4,0.004587438,1038,114,0.053263582,0.04336531,0.029013626,-0.0019656848,0.06291337,Background,2.1777380006557188,0.014712774028085079,0.851291589607673,0.014712774028085079
FASTK,693,422,42.09698486328125,0.083187126,2.1714211462851654,0.014949675930760463,0.851291589607673,115,0,4,0.00282232,4353,115,0.069065645,0.0026854265,0.11555812,-0.0023918324,0.0010946728,Background,2.1714211462851654,0.014949675930760463,0.851291589607673,0.014949675930760463
CEP162,657,1442,41.63920974731445,0.08309638,2.1712014462010485,0.01495797404645215,0.851291589607673,116,0,3,0.00244229,7339,116,-0.010409161,0.07597401,0.04677237,-0.000519041,0.07399097,Background,2.1712014462010485,0.01495797404645215,0.851291589607673,0.01495797404645215
PPFIBP1,632,1038,43.305660247802734,0.08303,2.1710751632777834,0.014962745569315953,0.851291589607673,117,0,4,0.0045279157,1094,117,0.08834431,0.023496523,0.04221313,-0.001751651,0.033358403,Background,2.1710751632777834,0.014962745569315953,0.851291589607673,0.014962745569315953
COX7A2,690,124,37.98280715942383,0.08316255,2.170852319331889,0.014971168782963088,0.851291589607673,118,0,4,0.002745744,4841,118,0.16412312,0.0037800055,0.021166373,-0.003896072,0.000783721,Background,2.170852319331889,0.014971168782963088,0.851291589607673,0.014971168782963088
ODAD1,628,783,35.166812896728516,0.08295352,2.1689753441288815,0.015042277918572733,0.851291589607673,119,0,4,0.003623564,2010,119,0.064038746,0.022137268,0.0022143368,-0.0003743642,0.097473726,Background,2.1689753441288815,0.015042277918572733,0.851291589607673,0.015042277918572733
ELP1,674,1399,44.62958908081055,0.082917735,2.164223954515546,0.01522358285147709,0.851291589607673,120,1,5,0.01195481,134,120,0.09184547,0.0022941472,0.01956989,0.030860294,0.040839933,Background,2.164223954515546,0.01522358285147709,0.851291589607673,0.01522358285147709
RANBP10,692,622,41.24822998046875,0.08290282,2.1624267675383866,0.015292648092793648,0.851291589607673,121,0,4,0.004517615,1106,121,0.08653049,0.03243014,0.021567244,-0.0014798511,0.046328336,Background,2.1624267675383866,0.015292648092793648,0.851291589607673,0.015292648092793648
KCNN1,654,586,33.492271423339844,0.082763396,2.1608432700429865,0.015353724164084393,0.851291589607673,122,1,5,0.00792675,326,122,0.05479164,0.025333932,0.019101566,0.084890015,0.0009474661,Background,2.1608432700429865,0.015353724164084393,0.851291589607673,0.015353724164084393
PDGFRL,677,375,41.678741455078125,0.08277138,2.1593380572715763,0.015411974829673783,0.851291589607673,123,1,5,0.0095399115,219,123,0.020720495,0.111513495,0.0197468,0.031539243,0.0015624315,Background,2.1593380572715763,0.015411974829673783,0.851291589607673,0.015411974829673783
AHDC1,648,1547,41.5562629699707,0.08256994,2.1551665893956953,0.015574400191451735,0.851291589607673,124,1,5,0.0065897373,473,124,0.054705348,0.0011919132,0.0029546265,0.055630103,0.07015001,Background,2.1551665893956953,0.015574400191451735,0.851291589607673,0.015574400191451735
CCNH,721,324,41.65037155151367,0.082722045,2.1546202850867324,0.015595780168072396,0.851291589607673,125,1,5,0.016599309,73,125,0.024807645,0.045218118,0.0038842764,0.04757326,0.0634888,Background,2.1546202850867324,0.015595780168072396,0.851291589607673,0.015595780168072396
INTS8,667,1037,42.06614685058594,0.08257648,2.1538880583892146,0.015624475836685813,0.851291589607673,126,0,4,0.0046069305,1030,126,0.04356628,0.052758634,0.05132436,-0.0017330237,0.038730413,Background,2.1538880583892146,0.015624475836685813,0.851291589607673,0.015624475836685813
PHF2,633,1188,41.732330322265625,0.08244079,2.1522831055418994,0.01568753180714045,0.851291589607673,127,1,5,0.01346226,103,127,0.077121496,0.04538732,0.00270285,0.024907954,0.034223624,Background,2.1522831055418994,0.01568753180714045,0.851291589607673,0.01568753180714045
OR51G2,188,352,40.166481018066406,0.07966784,2.151826098569526,0.015705526747745578,0.851291589607673,128,0,3,0.0024552257,7218,128,0.085000634,0.0,0.07694144,-0.06602964,0.082230285,Background,2.151826098569526,0.015705526747745578,0.851291589607673,0.015705526747745578
LIPG,685,526,41.605167388916016,0.08251269,2.1505006389234986,0.015757817754104685,0.851291589607673,129,0,4,0.0044623455,1178,129,0.020987853,0.060081985,0.020287843,-0.0016114581,0.08475775,Background,2.1505006389234986,0.015757817754104685,0.851291589607673,0.015757817754104685
SPATS2L,706,580,41.81903839111328,0.08249062,2.148275447487494,0.015845940084124967,0.851291589607673,130,0,3,0.0024247903,7507,130,-0.014162365,0.071388,0.024863962,-0.0012852955,0.10365033,Background,2.148275447487494,0.015845940084124967,0.851291589607673,0.015845940084124967
GID4,265,302,41.563926696777344,0.08029115,2.141777494262617,0.01610569564536534,0.851291589607673,131,1,5,0.007214573,397,131,0.02989544,0.06862023,0.020241722,0.060063407,0.000715686,Background,2.141777494262617,0.01610569564536534,0.851291589607673,0.01610569564536534
H2AC20,608,130,29.833227157592773,0.081865445,2.1361784146371896,0.016332437077480007,0.851291589607673,132,0,4,0.0045748237,1053,132,0.07135317,0.042550072,0.03790738,-0.0005913074,0.03183738,Background,2.1361784146371896,0.016332437077480007,0.851291589607673,0.016332437077480007
GTF2IRD2B,590,991,41.86310958862305,0.08169367,2.1323802992892804,0.016487797803629918,0.851291589607673,133,0,4,0.004578204,1047,133,0.0671161,0.041582614,0.045223035,-0.0011776057,0.029928444,Background,2.1323802992892804,0.016487797803629918,0.851291589607673,0.016487797803629918
ECI1,628,337,38.12393569946289,0.08165707,2.1278217520564366,0.016675932580128863,0.851291589607673,134,1,5,0.0045500943,1069,134,0.07493782,0.00206706,0.028734604,0.07644899,0.0004022848,Background,2.1278217520564366,0.016675932580128863,0.851291589607673,0.016675932580128863
AASS,700,938,41.891746520996094,0.081568144,2.119272784541659,0.01703371013905469,0.851291589607673,135,0,4,0.003281983,2660,135,0.09281704,0.065724656,0.024275348,-0.0016073012,0.0011821724,Background,2.119272784541659,0.01703371013905469,0.851291589607673,0.01703371013905469
SLC16A12,416,517,45.80973815917969,0.08038018,2.112230318026674,0.017333349638169796,0.851291589607673,136,0,4,0.0045540757,1067,136,-0.039414797,0.073593654,0.05577316,0.017798321,0.07198522,Background,2.112230318026674,0.017333349638169796,0.851291589607673,0.017333349638169796
ARL9,574,384,39.48545455932617,0.080998294,2.111926709155627,0.017346368040507303,0.851291589607673,137,1,5,0.028031848,41,137,0.031269185,0.020020012,0.02170051,0.021555796,0.086572185,Background,2.111926709155627,0.017346368040507303,0.851291589607673,0.017346368040507303
SLC25A24,657,482,41.88409423828125,0.08107811,2.1069980763343774,0.017558873159123224,0.851291589607673,138,0,4,0.0032910982,2634,138,0.11221407,0.05153347,0.017291006,-0.0010321815,0.0012898501,Background,2.1069980763343774,0.017558873159123224,0.851291589607673,0.017558873159123224
MRPS27,697,444,41.513397216796875,0.08114672,2.106052009845694,0.017599917401489137,0.851291589607673,139,1,5,0.010482942,176,139,0.054557487,0.06463232,0.022743495,0.03785584,0.0016604475,Background,2.106052009845694,0.017599917401489137,0.851291589607673,0.017599917401489137
MBD3L2B,347,219,37.10078811645508,0.079758875,2.1054520948011164,0.01762598658004255,0.851291589607673,140,0,3,0.0024452773,7309,140,0.07392858,0.06307983,0.06226539,-0.020473823,-0.00045366213,Background,2.1054520948011164,0.01762598658004255,0.851291589607673,0.01762598658004255
MRAP2,691,212,41.886131286621094,0.081081636,2.104429750670383,0.01767048825860727,0.851291589607673,141,0,4,0.0041248696,1575,141,0.053887278,0.031253155,0.005567345,-0.0021485481,0.09274481,Background,2.104429750670383,0.01767048825860727,0.851291589607673,0.01767048825860727
ANXA11,684,603,41.824989318847656,0.08095041,2.100783995303639,0.017829966004267176,0.851291589607673,142,0,4,0.003193443,2880,142,0.11513682,0.030734226,0.03752946,-0.0033913683,0.0010014735,Background,2.100783995303639,0.017829966004267176,0.851291589607673,0.017829966004267176
TERT,611,1241,38.545677185058594,0.080741435,2.100279232261013,0.01785214252422055,0.851291589607673,143,1,5,0.014110482,96,143,0.059530735,0.063341826,0.0029953849,0.023361042,0.03131432,Background,2.100279232261013,0.01785214252422055,0.851291589607673,0.01785214252422055
ANAPC11,707,84,22.50985336303711,0.08090407,2.097564085191796,0.017971835250941388,0.851291589607673,144,1,5,0.01490131,88,144,0.059232377,0.0031918734,0.025183324,0.043236215,0.0500632,Background,2.097564085191796,0.017971835250941388,0.851291589607673,0.017971835250941388
NHS,633,1718,42.12619400024414,0.08060063,2.0938482862021788,0.018136748605991654,0.851291589607673,145,1,5,0.009914352,202,145,0.06348862,0.0014478466,0.029662123,0.05185697,0.033772923,Background,2.0938482862021788,0.018136748605991654,0.851291589607673,0.018136748605991654
RFLNB,706,153,40.373802185058594,0.08067881,2.0904486719914797,0.018288757297545276,0.851291589607673,146,1,5,0.006022922,567,146,0.058269247,0.036497835,0.0040500956,0.08085121,0.00073494203,Background,2.0904486719914797,0.018288757297545276,0.851291589607673,0.018288757297545276
DIAPH2,624,1157,41.109031677246094,0.08044316,2.0896441900936367,0.018324886915854117,0.851291589607673,147,1,5,0.034552485,12,147,0.050298057,0.043955408,0.028206013,0.024455145,0.032961737,Background,2.0896441900936367,0.018324886915854117,0.851291589607673,0.018324886915854117
PKP3,623,839,40.66325378417969,0.08029093,2.084903241533546,0.018539042191898152,0.851291589607673,148,1,5,0.005112689,802,148,0.12637502,0.025296444,0.0033104783,0.024039261,0.0005148071,Background,2.084903241533546,0.018539042191898152,0.851291589607673,0.018539042191898152
SOWAHA,643,660,45.0604133605957,0.080205746,2.0804365755447494,0.018742753699146877,0.851291589607673,149,1,5,0.011027871,159,149,0.052778758,0.001851835,0.02939168,0.02600879,0.069314435,Background,2.0804365755447494,0.018742753699146877,0.851291589607673,0.018742753699146877
ENSG00000286224,720,75,41.85455703735352,0.08038617,2.0800696097059763,0.018759574290003356,0.851291589607673,150,0,4,0.0033461952,2496,150,0.047913343,0.0028971904,0.0037771636,-0.0009721909,0.12613344,Background,2.0800696097059763,0.018759574290003356,0.851291589607673,0.018759574290003356
CNNM3,611,773,41.98604202270508,0.080099076,2.0799155085193535,0.018766641645680537,0.851291589607673,151,1,5,0.008592624,269,151,0.059364222,0.0011947267,0.014404397,0.073189996,0.03095365,Background,2.0799155085193535,0.018766641645680537,0.851291589607673,0.018766641645680537
TMEM236,682,362,41.61944961547851,0.08015062,2.0754529585628876,0.018972287174456624,0.851291589607673,152,1,5,0.012969453,113,152,0.033427417,0.05715519,0.021384798,0.0646755,0.0025793575,Background,2.0754529585628876,0.018972287174456624,0.851291589607673,0.018972287174456624
PNPLA4,546,255,38.115177154541016,0.0797431,2.075226236388226,0.018982786065316472,0.851291589607673,153,1,5,0.024381936,54,153,0.010137815,0.019577643,0.02853453,0.06264064,0.05742038,Background,2.075226236388226,0.018982786065316472,0.851291589607673,0.018982786065316472
GSAP,664,886,42.277400970458984,0.08008195,2.0747257975507623,0.019005977526400677,0.851291589607673,154,1,5,0.0064013326,504,154,0.054740064,0.051601514,0.03340318,0.00044929562,0.03887462,Background,2.0747257975507623,0.019005977526400677,0.851291589607673,0.019005977526400677
GPC2,711,641,41.46295928955078,0.08019755,2.074712199987493,0.019006608004165693,0.851291589607673,155,0,4,0.0045667593,1058,155,0.06362508,0.03835138,0.026982695,-0.0034385566,0.053806588,Background,2.074712199987493,0.019006608004165693,0.851291589607673,0.019006608004165693
KIF13B,618,1924,42.81920623779297,0.079801,2.0698155484372376,0.019234810384700846,0.851291589607673,156,1,5,0.007189768,399,156,0.061591238,0.064118385,0.028014125,0.024020853,0.00069587305,Background,2.0698155484372376,0.019234810384700846,0.851291589607673,0.019234810384700846
DOCK11,617,2101,41.998268127441406,0.07974702,2.068195792067885,0.019310807898098623,0.851291589607673,157,1,5,0.025116323,52,157,0.023221426,0.023000155,0.014918985,0.022325851,0.09485336,Background,2.068195792067885,0.019310807898098623,0.851291589607673,0.019310807898098623
EBF4,691,615,41.333763122558594,0.07986853,2.065749370919361,0.019426075446769216,0.851291589607673,158,0,4,0.0045463606,1074,158,0.05133892,0.06109281,0.022428881,-0.0009576902,0.044688553,Background,2.065749370919361,0.019426075446769216,0.851291589607673,0.019426075446769216
KRT33A,567,441,39.07699966430664,0.07940604,2.0623338378588674,0.019587981788872846,0.851291589607673,159,0,4,0.0044112946,1265,159,0.014096405,0.05742943,0.02518051,-0.0021670973,0.083018064,Background,2.0623338378588674,0.019587981788872846,0.851291589607673,0.019587981788872846
CELF2,693,484,32.279544830322266,0.07965203,2.0586882822318207,0.019762054730836216,0.851291589607673,160,0,4,0.0030164185,3426,160,0.035146363,0.12277967,0.021536078,-0.0020864327,0.00073166937,Background,2.0586882822318207,0.019762054730836216,0.851291589607673,0.019762054730836216
PFKFB3,685,507,38.759674072265625,0.07962933,2.058600252175556,0.01976627429423639,0.851291589607673,161,1,5,0.03347214,15,161,0.048735686,0.03095527,0.02026347,0.0334045,0.044697672,Background,2.058600252175556,0.01976627429423639,0.851291589607673,0.01976627429423639
GPALPP1,710,348,41.56998443603515,0.07963348,2.0567793768089815,0.019853726363404163,0.851291589607673,162,1,5,0.009809518,205,162,0.104183346,0.0044293134,0.025085669,0.041432284,0.0029352363,Background,2.0567793768089815,0.019853726363404163,0.851291589607673,0.019853726363404163
