gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,tier,z_track_b,p_track_b,q_track_b,p_combined
PRPSAP2,683,284,40.37750244140625,0.10409389,2.8515532271697546,0.0021753100838373713,0.36964133823428585,99,0,2,0.001692337,5674,99,0.21424213,-0.0032639164,-0.004576369,0.001785906,Background,2.8515532271697546,0.0021753100838373713,0.36964133823428585,0.0021753100838373713
MEDAG,695,323,41.83171844482422,0.103513025,2.8466158578553324,0.0022093323525290854,0.36964133823428585,100,0,3,0.0025457495,1407,100,0.021416377,0.18720935,-0.00251788,0.0009181965,Background,2.8466158578553324,0.0022093323525290854,0.36964133823428585,0.0022093323525290854
PTCD1,695,758,43.74631881713867,0.103464715,2.845200667768396,0.002219172633623425,0.36964133823428585,101,0,3,0.0027099901,1062,101,0.024203012,0.18664227,-0.0052359924,0.0013201155,Background,2.845200667768396,0.002219172633623425,0.36964133823428585,0.002219172633623425
CCDC27,267,719,41.15504837036133,0.13227701,2.843834888406745,0.0022287069908866392,0.36964133823428585,102,0,3,0.0037633046,317,102,0.15149735,0.09212689,0.0,0.020929776,Background,2.843834888406745,0.0022287069908866392,0.36964133823428585,0.0022287069908866392
OR51B4,335,357,41.61527633666992,0.12390383,2.837929236106405,0.002270362410554073,0.36964133823428585,103,1,4,0.0038418986,237,103,0.11879925,0.047264412,0.081743985,2.6101083e-13,Background,2.837929236106405,0.002270362410554073,0.36964133823428585,0.002270362410554073
HORMAD2,690,316,42.88541793823242,0.1033784,2.837695266979951,0.002272027138083081,0.36964133823428585,104,0,3,0.0023435883,1960,104,0.1630473,-0.027977303,0.071230836,0.0004559341,Background,2.837695266979951,0.002272027138083081,0.36964133823428585,0.002272027138083081
TAF15,673,686,41.38233947753906,0.10361522,2.8273568344040223,0.002346699824251702,0.37465493519030585,105,0,3,0.0025222478,1473,105,0.1834892,0.029135378,-0.0062214024,0.00082720816,Background,2.8273568344040223,0.002346699824251702,0.37465493519030585,0.002346699824251702
SUDS3,691,328,41.4123420715332,0.102988996,2.827298277306563,0.0023471290266059352,0.37465493519030585,106,0,3,0.0023949482,1816,106,0.13653658,-0.0025542448,0.07145506,0.00054057117,Background,2.827298277306563,0.0023471290266059352,0.37465493519030585,0.0023471290266059352
RPL7A,668,298,28.99907875061035,0.103555836,2.820455294592495,0.00239777774909294,0.37891650304200125,107,0,2,0.0014760352,9868,107,0.21432433,-0.0029621262,-0.004668353,0.00041779922,Background,2.820455294592495,0.00239777774909294,0.37891650304200125,0.00239777774909294
QSER1,625,1914,43.6544303894043,0.105037816,2.816665864937816,0.002426248991818133,0.37891650304200125,108,1,4,0.005971231,127,108,0.0984977,0.05983358,0.051142313,0.0006020209,Background,2.816665864937816,0.002426248991818133,0.37891650304200125,0.002426248991818133
SLFN13,264,995,44.17947769165039,0.13149713,2.814716957544429,0.0024410105692422067,0.37891650304200125,109,1,4,0.0038381175,242,109,0.13619022,0.084754854,0.042049196,1.860762e-09,Background,2.814716957544429,0.0024410105692422067,0.37891650304200125,0.0024410105692422067
CSTF2,692,630,41.64366149902344,0.102189004,2.8048752084283177,0.002516803195527458,0.38713009153022354,110,1,4,0.008235718,61,110,0.019816782,0.033813052,0.1492623,0.001485885,Background,2.8048752084283177,0.002516803195527458,0.38713009153022354,0.002516803195527458
RAB31,713,204,26.70428466796875,0.10127312,2.79830683465176,0.0025685643115229374,0.3915325058645775,111,1,4,0.042030472,6,111,0.0239293,0.041887652,0.089352645,0.04737665,Background,2.79830683465176,0.0025685643115229374,0.3915325058645775,0.0025685643115229374
CPM,667,463,43.30953598022461,0.102529496,2.789566498564884,0.002638932831522909,0.39866735276221094,112,0,2,0.0015435732,8521,112,0.21443883,-0.0028727718,-0.0072113816,0.0007043084,Background,2.789566498564884,0.002638932831522909,0.39866735276221094,0.002638932831522909
DNM2,644,936,41.07183074951172,0.10313624,2.782870925397563,0.002694011836568522,0.4005016813116109,113,0,2,0.001962046,3080,113,0.1832484,-0.003017811,-0.003023374,0.029065229,Background,2.782870925397563,0.002694011836568522,0.4005016813116109,0.002694011836568522
COX7A2,690,124,37.98280715942383,0.10142961,2.7806795051392603,0.0027122630446365504,0.4005016813116109,114,0,3,0.0017567417,5108,114,0.2040588,0.000408557,-0.002387113,0.00077898055,Background,2.7806795051392603,0.0027122630446365504,0.4005016813116109,0.0027122630446365504
H3-3B,673,140,41.559593200683594,0.10197249,2.7795055816728573,0.0027220858954394357,0.4005016813116109,115,0,3,0.0026271103,1225,115,0.14056039,-0.0009979031,0.063382454,0.0010000434,Background,2.7795055816728573,0.0027220858954394357,0.4005016813116109,0.0027220858954394357
ARID4B,668,946,41.64701843261719,0.10190096,2.772313663823645,0.002782968771578813,0.4059295828889096,116,0,2,0.001965144,2956,116,0.17822918,-0.0026647728,-0.004213051,0.032450516,Background,2.772313663823645,0.002782968771578813,0.4059295828889096,0.002782968771578813
STXBP2,682,595,41.038421630859375,0.10122273,2.7667056494590914,0.002831292868073009,0.40609006077683973,117,0,3,0.002100517,2449,117,0.041928895,0.16555369,-0.0051800134,0.00014286402,Background,2.7667056494590914,0.002831292868073009,0.40609006077683973,0.002831292868073009
EVI5L,693,813,39.568965911865234,0.100766756,2.764219511778217,0.0028529569827352363,0.40609006077683973,118,0,3,0.0024034365,1801,118,0.06833785,0.14154188,-0.008901833,0.0005555824,Background,2.764219511778217,0.0028529569827352363,0.40609006077683973,0.0028529569827352363
TANC2,627,2259,43.384300231933594,0.103123434,2.763863580608506,0.002856070758418672,0.40609006077683973,119,1,4,0.0073142564,78,119,0.13129926,0.023344753,0.050514407,0.0010884241,Background,2.763863580608506,0.002856070758418672,0.40609006077683973,0.002856070758418672
TAS2R50,159,336,41.95597076416016,0.15054841,2.755009935778075,0.002934517658012278,0.4137669897797312,120,1,4,0.0038589833,230,120,0.13854748,0.11544934,0.04709996,9.330731e-10,Background,2.755009935778075,0.002934517658012278,0.4137669897797312,0.002934517658012278
DPPA2,687,355,40.12614440917969,0.100337595,2.745792153054849,0.003018249686060792,0.4205391535057213,121,0,2,0.0019792495,2616,121,0.13028152,-0.003411053,0.07390115,-9.642862e-05,Background,2.745792153054849,0.003018249686060792,0.4205391535057213,0.003018249686060792
CHAT,269,768,41.265167236328125,0.12787038,2.7441587099778526,0.0030333099916957447,0.4205391535057213,122,1,4,0.059813563,2,122,0.09268718,0.060233504,0.040558908,0.062261164,Background,2.7441587099778526,0.0030333099916957447,0.4205391535057213,0.0030333099916957447
LRRC8E,697,841,36.68635940551758,0.099666014,2.7358464709589048,0.0031110023879063124,0.4205391535057213,123,0,3,0.0024709858,1609,123,0.021286637,0.18414474,-0.00685832,0.0007589651,Background,2.7358464709589048,0.0031110023879063124,0.4205391535057213,0.0031110023879063124
ARHGEF12,657,1564,41.73569107055664,0.10103124,2.7356929614389482,0.003112453900364604,0.4205391535057213,124,1,4,0.04677587,4,124,0.05480064,0.02788633,0.0582233,0.061152183,Background,2.7356929614389482,0.003112453900364604,0.4205391535057213,0.003112453900364604
CDK12,658,1581,43.37166595458984,0.10097126,2.7349907713439356,0.003119101249805752,0.4205391535057213,125,0,2,0.001508892,9283,125,0.20760716,-0.0025009194,-0.003711299,0.0005476087,Background,2.7349907713439356,0.003119101249805752,0.4205391535057213,0.003119101249805752
PRKAR2A,637,441,43.09737777709961,0.10168359,2.7333622799749104,0.0031345667364078163,0.4205391535057213,126,1,4,0.0039368975,222,126,0.12554538,0.025248583,0.05252209,5.1143343e-05,Background,2.7333622799749104,0.0031345667364078163,0.4205391535057213,0.0031345667364078163
CERKL,663,552,41.964881896972656,0.10043471,2.7245636508804822,0.0032193259142482967,0.4205391535057213,127,0,3,0.0028259493,920,127,0.056168403,0.14686364,-0.0037188744,0.0015562479,Background,2.7245636508804822,0.0032193259142482967,0.4205391535057213,0.0032193259142482967
AP1B1,650,954,41.8969612121582,0.10086207,2.723478365833804,0.003229922316170575,0.4205391535057213,128,0,2,0.0014301687,10470,128,0.23407808,-0.025493026,-0.007122542,0.00026164006,Background,2.723478365833804,0.003229922316170575,0.4205391535057213,0.003229922316170575
CACNA1F,648,2014,41.59299850463867,0.10093322,2.723432551966493,0.0032303703186438255,0.4205391535057213,129,0,3,0.0024496776,1668,129,0.08840869,-0.0020440817,0.11487064,0.0006311799,Background,2.723432551966493,0.0032303703186438255,0.4205391535057213,0.0032303703186438255
IGFL4,148,134,39.08162307739258,0.15253708,2.7233586825646596,0.0032310927869824923,0.4205391535057213,130,0,3,0.003861153,229,130,0.19276682,0.11373705,0.044282425,-0.045712136,Background,2.7233586825646596,0.0032310927869824923,0.4205391535057213,0.0032310927869824923
SGCZ,656,324,41.35126876831055,0.10049786,2.719186479728232,0.0032721350899954844,0.42262996734903513,131,0,3,0.0031788982,682,131,0.14665619,0.056104146,-0.005037898,0.0032732608,Background,2.719186479728232,0.0032721350899954844,0.42262996734903513,0.0032721350899954844
SMARCC1,625,1153,40.98527526855469,0.10148388,2.7145009111342087,0.003318785887543142,0.4254080092214391,132,0,3,0.0029454215,814,132,0.17983422,0.024862915,-0.003915685,0.00218629,Background,2.7145009111342087,0.003318785887543142,0.4254080092214391,0.003318785887543142
TGIF1,716,253,41.804176330566406,0.09811365,2.7081092364610875,0.0033833872994382297,0.4304279180939462,133,1,4,0.0072659855,79,133,0.057401292,0.04520015,0.09263006,0.0009957603,Background,2.7081092364610875,0.0033833872994382297,0.4304279180939462,0.0033833872994382297
CHRDL1,666,460,41.82598876953125,0.0994552,2.6991467070485595,0.0034758761632814766,0.4388942140501685,134,0,2,0.0019656727,2941,134,0.17495295,-0.0035986002,-0.0056393687,0.033195388,Background,2.6991467070485595,0.0034758761632814766,0.4388942140501685,0.0034758761632814766
GRIK5,677,987,41.27550506591797,0.09851693,2.682800654041006,0.00365042472895902,0.45751989936286386,135,1,4,0.011046791,32,135,0.10204965,0.028932393,0.063757375,0.0022944459,Background,2.682800654041006,0.00365042472895902,0.45751989936286386,0.00365042472895902
IL12A,661,245,41.71162414550781,0.09858091,2.6686850582157757,0.0038074408118945967,0.47094209546362537,136,0,2,0.0017028783,5558,136,0.20727363,-0.00568071,-0.006336717,0.0019056022,Background,2.6686850582157757,0.0038074408118945967,0.47094209546362537,0.0038074408118945967
MAP3K21,566,1177,41.8170166015625,0.10221885,2.666392671951676,0.00383350414848053,0.47094209546362537,137,0,3,0.0037802747,287,137,0.11612044,0.11286282,-0.04805331,0.023507727,Background,2.666392671951676,0.00383350414848053,0.47094209546362537,0.00383350414848053
RRP1,642,504,36.02079391479492,0.099156015,2.665734469170793,0.0038410170906607744,0.47094209546362537,138,0,3,0.0029070843,841,138,0.17371869,0.02686664,-0.0042642914,0.001990963,Background,2.665734469170793,0.0038410170906607744,0.47094209546362537,0.0038410170906607744
PIGN,667,958,43.784420013427734,0.098172806,2.6628605623129307,0.003873975636888557,0.47156595522413225,139,1,4,0.009121827,46,139,0.03896773,0.028379317,0.1273079,0.001690652,Background,2.6628605623129307,0.003873975636888557,0.47156595522413225,0.003873975636888557
HSPH1,702,861,41.91477966308594,0.09686515,2.6584388412783833,0.0039251798734968426,0.4743860247111898,140,0,2,0.0017170213,5405,140,-0.0023857215,0.19984242,-0.0058067916,0.0020803655,Background,2.6584388412783833,0.0039251798734968426,0.4743860247111898,0.0039251798734968426
RUFY3,650,729,44.37104797363281,0.098520845,2.6556998218983496,0.003957201448341115,0.4748641738009337,141,0,3,0.0022873092,2105,141,0.1452252,-0.0024467302,0.05388142,0.0003817497,Background,2.6556998218983496,0.003957201448341115,0.4748641738009337,0.003957201448341115
NIT1,577,306,41.651145935058594,0.10078584,2.6393065513694354,0.004153791064251313,0.48974639888526816,142,0,3,0.0037382427,367,142,0.11060366,0.020173311,-0.0005015787,0.071296245,Background,2.6393065513694354,0.004153791064251313,0.48974639888526816,0.004153791064251313
TSHR,658,768,41.776611328125,0.097614154,2.6375906148426163,0.00417486571697539,0.48974639888526816,143,1,4,0.0037090748,423,143,0.07253999,0.0030996632,0.11935803,0.00023060723,Background,2.6375906148426163,0.00417486571697539,0.48974639888526816,0.00417486571697539
SEPTIN12,679,412,34.959922790527344,0.096805915,2.6348485433509823,0.00420874167055454,0.48974639888526816,144,0,3,0.0025977085,1296,144,0.13074711,-0.0025358768,0.06446617,0.00093441026,Background,2.6348485433509823,0.00420874167055454,0.48974639888526816,0.00420874167055454
RPH3AL,667,329,33.601287841796875,0.09720791,2.634798420855594,0.004209363172643772,0.48974639888526816,145,0,2,0.0016227211,6719,145,0.20089321,-0.0020547954,-0.005596334,0.0011737124,Background,2.634798420855594,0.004209363172643772,0.48974639888526816,0.004209363172643772
PYGL,680,889,41.4464111328125,0.096646786,2.63117248851599,0.004254541850458662,0.48974639888526816,146,0,3,0.0024167674,1766,146,0.13217351,-0.0035193027,0.0640576,0.000581719,Background,2.63117248851599,0.004254541850458662,0.48974639888526816,0.004254541850458662
UBR1,618,1753,43.6070556640625,0.098849334,2.63114476655349,0.004254888926485486,0.48974639888526816,147,0,3,0.003690507,464,147,0.15048178,0.023368435,-0.0027576247,0.026606066,Background,2.63114476655349,0.004254888926485486,0.48974639888526816,0.004254888926485486
OR1I1,354,372,41.61097717285156,0.11385456,2.627007071634308,0.00430697719333345,0.49239225750812143,148,0,3,0.0037321334,383,148,0.16510022,0.02290195,-0.0011078771,0.040814787,Background,2.627007071634308,0.00430697719333345,0.49239225750812143,0.00430697719333345
CXCL6,543,130,35.695003509521484,0.101535715,2.6180265756439334,0.004421995852065372,0.502148790717759,149,0,3,0.0035543307,573,149,0.17706111,0.013241134,-0.006411407,0.019180555,Background,2.6180265756439334,0.004421995852065372,0.502148790717759,0.004421995852065372
ENSG00000284976,596,218,29.00766944885254,0.09876606,2.6041658546849344,0.0046049088472550365,0.5172178347371547,150,1,4,0.005925359,130,150,0.032184113,0.11594643,0.0487789,0.0006226129,Background,2.6041658546849344,0.0046049088472550365,0.5172178347371547,0.0046049088472550365
OR9H1P,205,309,41.86801528930664,0.13224798,2.6003870977917845,0.004655932731503019,0.5172178347371547,151,1,4,0.0038093077,264,151,0.16614002,0.06470297,0.033653,9.329972e-10,Background,2.6003870977917845,0.004655932731503019,0.5172178347371547,0.004655932731503019
MAN1B1,111,715,40.67245101928711,0.16139409,2.5997034340243674,0.004665217823614805,0.5172178347371547,152,0,3,0.0019843713,2591,152,0.23724839,-2.0954758e-09,0.085539736,9.3025465e-10,Background,2.5997034340243674,0.004665217823614805,0.5172178347371547,0.004665217823614805
RPUSD3,672,356,42.01547622680664,0.09568341,2.595339639995197,0.004724874383016539,0.5172178347371547,153,0,3,0.0023890543,1837,153,0.13685,-0.0062324754,0.060212474,0.0005367785,Background,2.595339639995197,0.004724874383016539,0.5172178347371547,0.004724874383016539
ALG8,690,518,41.697174072265625,0.095067084,2.59453104013215,0.0047360030133984,0.5172178347371547,154,0,2,0.0019687936,2821,154,0.1581017,-0.00090754684,-0.0054053823,0.038345374,Background,2.59453104013215,0.0047360030133984,0.5172178347371547,0.0047360030133984
FRY,621,3072,41.81135940551758,0.09745472,2.5943783821579367,0.0047381066420956845,0.5172178347371547,155,0,3,0.0038727107,225,155,0.084655136,0.08389644,0.10521878,-0.07886096,Background,2.5943783821579367,0.0047381066420956845,0.5172178347371547,0.0047381066420956845
THRB,695,463,41.75334167480469,0.09477487,2.590640897513436,0.004789869858528147,0.5181598366345165,156,0,3,0.002025671,2533,156,0.047442086,0.14624551,-0.0041935984,5.572136e-05,Background,2.590640897513436,0.004789869858528147,0.5181598366345165,0.004789869858528147
RPS24,689,138,21.61801528930664,0.09490812,2.5889427465810533,0.004813554968110001,0.5181598366345165,157,0,2,0.0015162646,9121,157,0.1984128,-0.0055338526,-0.0036423681,0.0005796605,Background,2.5889427465810533,0.004813554968110001,0.5181598366345165,0.004813554968110001
SSX2IP,702,626,44.140899658203125,0.09437434,2.585345701770571,0.004864070195290052,0.5181598366345165,158,1,4,0.0073703257,76,158,0.07472321,0.03733502,0.075651176,0.0010392391,Background,2.585345701770571,0.004864070195290052,0.5181598366345165,0.004864070195290052
SRP68,674,689,41.45344543457031,0.09520355,2.583297790222912,0.004893040716741632,0.5181598366345165,159,0,3,0.0022536519,2186,159,0.064438395,-0.002948349,0.12858707,0.0003299663,Background,2.583297790222912,0.004893040716741632,0.5181598366345165,0.004893040716741632
MTIF3,704,301,36.10285568237305,0.09415439,2.5807138758375747,0.0049298130854961405,0.5181598366345165,160,0,3,0.003795254,275,160,0.025957402,0.20407578,0.08249976,-0.124224186,Background,2.5807138758375747,0.0049298130854961405,0.5181598366345165,0.0049298130854961405
SEC23IP,663,1031,42.065582275390625,0.09545653,2.5799369562231522,0.004940917679217355,0.5181598366345165,161,0,2,0.0019764458,2646,161,0.1350025,-0.0037206656,0.059671257,-4.003267e-05,Background,2.5799369562231522,0.004940917679217355,0.5181598366345165,0.004940917679217355
GP2,665,569,40.95931625366211,0.09534043,2.5785285632052544,0.004961104818841116,0.5181598366345165,162,0,3,0.0037973986,272,162,0.037591904,-0.0003127968,0.05735642,0.09604528,Background,2.5785285632052544,0.004961104818841116,0.5181598366345165,0.004961104818841116
LACC1,715,433,42.968143463134766,0.09361675,2.5748053999585787,0.005014824921248491,0.5205351876712713,163,1,4,0.007100581,83,163,0.052346803,0.044968203,0.08896427,0.0009541967,Background,2.5748053999585787,0.005014824921248491,0.5205351876712713,0.005014824921248491
