gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,z_score,p_combined,p_value,fdr_q,psi_score,rank_prod,tier
SLC6A8,686,579,87,66,21,0.3949650849681469,0.7850469350814819,1.942890293094024e-15,4.643507800493639e-13,24.362756729125977,15.928118705749512,674,31.03350257873535,0.7850469350814819,0.9013288617134094,0.951185405254364,0.9999942779541016,0.4093910157680511,3.5101383897207965,0.0002239367646694295,0.04742097544795595,71,620,1.0541123167921588e-12,71,70.99990590733097,51,59.02258064516129,3.5101383897207965,9.287015600989434e-13,9.287015600989434e-13,2.108224633584907e-12,0.3949650849681469,209.8094373473224,Tier 0: Core Bottleneck Transducer
PDE8A,889,647,100,65,35,0.3058304753407328,0.8639119267463684,1.942890293094024e-15,1.3095080575445149e-12,14.252860069274902,13.475486755371094,223,28.60361671447754,0.4982887506484985,0.8668470978736877,0.8422616124153137,0.8866607546806335,0.9295772910118104,1.5967035202220081,0.05516590530249052,0.9128864851350191,712,65,1.5120538856602245e-12,85,84.99990690823056,52,65.02756900565348,1.5967035202220081,2.6190716262419755e-12,2.6190716262419755e-12,3.0241718685621768e-12,0.3058304753407328,215.1278689523977,Tier 0: Core Bottleneck Transducer
KIAA0232,1455,616,100,62,38,0.277066497549788,0.8956066966056824,1.942890293094024e-15,2.063349491263725e-12,20.14523124694824,19.820701599121097,14,39.90924835205078,0.5047760009765625,0.8070427179336548,0.8286660313606262,0.9324334263801576,0.507064700126648,0.8243182345540536,0.20487938017612983,0.9128864851350191,2732,17,2.1927098954728657e-12,26,25.999904802912116,53,17.076720984369803,0.8243182345540536,4.126643471380476e-12,4.126643471380476e-12,4.385360799562161e-12,0.277066497549788,215.50870052041984,Tier 0: Core Bottleneck Transducer
RND3,244,718,113,73,40,0.4323397315636871,0.7165534496307373,1.942890293094024e-15,8.160139230994567e-14,3.4574289321899414,2.829815149307251,132,4.825081825256348,0.7165534496307373,0.8915104269981384,0.2738612592220306,0.4123837351799011,0.2672612369060516,4.810003446013393,7.546384689711307e-07,0.0005672994690490475,20,2375,1.0541123167921588e-12,28,27.99992611092079,54,23.079747256401728,4.810003446013393,1.6325829577112927e-13,1.6325829577112927e-13,2.108224633584907e-12,0.4323397315636871,217.94494717703367,Tier 0: Core Bottleneck Transducer
PROCR,267,716,112,72,40,0.3129778645548075,0.8464385867118835,1.942890293094024e-15,4.235500838944075e-13,19.0382137298584,14.0106840133667,146,39.04518127441406,0.4875944554805755,0.7501256465911865,0.7263627648353577,0.7206799983978271,0.4332634210586548,1.9439375303873552,0.025951492382129366,0.9128864851350191,419,119,1.0541123167921588e-12,151,150.9999066619216,55,119.02341203857664,1.9439375303873552,8.471556789402257e-13,8.471556789402257e-13,2.108224633584907e-12,0.3129778645548075,223.29576798497547,Tier 0: Core Bottleneck Transducer
PAQR8,358,713,112,74,38,0.404945738527014,0.7407721281051636,1.942890293094024e-15,3.613775945154232e-13,17.17125129699707,13.644760131835938,288,23.78633689880371,0.7218955755233765,0.8920783996582031,0.7942669987678528,0.7144359350204468,0.7083559036254883,4.140673590919727,1.7314371589422773e-05,0.007231154912415872,36,1440,1.0541123167921588e-12,54,53.99990682838087,56,45.04938476887263,4.140673590919727,7.227551890309769e-13,7.227551890309769e-13,2.108224633584907e-12,0.404945738527014,227.68399153212331,Tier 0: Core Bottleneck Transducer
TRA2A,200,701,113,73,40,0.4378166050877092,0.7105680704116821,1.942890293094024e-15,5.828670879281901e-14,4.8458943367004395,4.764323711395264,124,21.086591720581055,0.229809284210205,0.8840636610984802,0.3862573802471161,0.4223860204219818,0.2672612369060516,4.896895883439422,4.86811952487358e-07,0.0003852219845077593,19,2732,1.0541123167921588e-12,26,25.999917348088868,57,21.0915530428999,4.896895883439422,1.166289287368727e-13,1.166289287368727e-13,2.108224633584907e-12,0.4378166050877092,227.8332723725839,Tier 0: Core Bottleneck Transducer
TARP,87,227,71,51,20,0.4085979380852803,0.8571228981018066,1.942890293094024e-15,1.1074474670635324e-13,14.644508361816406,12.341439247131348,39,26.856229782104492,0.5452927947044373,0.8336931467056274,0.8909337520599365,0.4569697976112366,0.7188236713409424,1.6083053390347857,0.05388416096052984,0.9128864851350191,703,78,1.0541123167921588e-12,49,48.9999074954432,58,41.00395743265713,1.6083053390347857,2.2148949341271873e-13,2.2148949341271873e-13,2.108224633584907e-12,0.4085979380852803,234.16660735467815,Tier 0: Core Bottleneck Transducer
GOLGA2,1125,452,92,61,31,0.3276817086034752,0.8702085018157959,1.942890293094024e-15,1.7913448502310856e-12,32.58787155151367,26.34974670410156,300,43.69731521606445,0.7457636594772339,0.9707722663879396,0.9154923558235168,0.9999788403511048,0.7782125473022461,1.4251177603105678,0.07706158179056262,0.9128864851350191,1006,56,1.9377559409471452e-12,73,72.99990365634099,59,56.0137013634852,1.4251177603105678,3.58268970046538e-12,3.58268970046538e-12,3.8755118818977616e-12,0.3276817086034752,237.35205918634875,Tier 0: Core Bottleneck Transducer
SPAM1,516,447,103,65,38,0.3638206149269236,0.8290454149246216,1.942890293094024e-15,8.781864124781132e-13,18.71187400817871,18.459190368652344,78,39.2389030456543,0.4768704771995544,0.8088945746421814,0.8484314680099487,0.8772121071815491,0.5124983191490173,2.247588021964925,0.012301236030906094,0.6701053758140331,276,205,1.1855555994979286e-12,147,146.99990513895995,60,119.01077485866313,2.247588021964925,1.7563728249569976e-12,1.7563728249569976e-12,2.3711111989968988e-12,0.3638206149269236,237.86550821840478,Tier 0: Core Bottleneck Transducer
KCNA10,516,715,108,70,38,0.3319869460128626,0.8223336338996887,1.942890293094024e-15,6.17839113203709e-13,20.821550369262695,18.33514404296875,436,30.31719017028809,0.6867902278900146,0.8538810610771179,0.8509969115257263,0.8290727138519287,0.7670305967330933,2.3971409162003594,0.008261783852143642,0.5472066969910998,227,252,1.0593931812840396e-12,314,313.9999051719294,61,252.018722979714,2.3971409162003594,1.235622715256568e-12,1.235622715256568e-12,2.1187863625687356e-12,0.3319869460128626,239.173577135937,Tier 0: Core Bottleneck Transducer
ECE1,782,676,103,68,35,0.2993832821469829,0.8583102822303772,1.942890293094024e-15,7.382983113754568e-13,18.456064224243164,16.772512435913086,392,25.52518844604492,0.723052978515625,0.8984755873680115,0.9239010810852052,0.6741997003555298,0.6661155223846436,1.5195955605839864,0.06430632717495952,0.9128864851350191,825,76,1.1023153040248254e-12,98,97.99990562666648,62,76.03551712670436,1.5195955605839864,1.4765966227514582e-12,1.4765966227514582e-12,2.2046306080504642e-12,0.2993832821469829,250.3996805109783,Tier 0: Core Bottleneck Transducer
SLC15A1,730,661,110,71,39,0.3179050693766737,0.8413646221160889,1.942890293094024e-15,9.792167077189086e-13,18.475801467895508,16.95866584777832,410,38.20299530029297,0.4836218059062958,0.7880473732948303,0.9076908826828004,0.9999860525131226,0.9999961256980896,1.9228034603753996,0.027252368680744068,0.9128864851350191,430,146,1.2551170673958901e-12,182,181.99990556834237,63,146.0207848353841,1.9228034603753996,1.958377904287545e-12,1.958377904287545e-12,2.510162983031819e-12,0.3179050693766737,250.5593742010065,Tier 0: Core Bottleneck Transducer
CLDN9,217,699,109,71,38,0.3707030098569708,0.7754051685333252,1.942890293094024e-15,1.8068879725772794e-13,7.187962532043457,6.670007705688477,124,14.117225646972656,0.5091625452041626,0.9607553482055664,0.5821009874343872,0.4257345497608185,0.3154495060443878,3.284739296563452,0.0005103838757350232,0.09245327194790451,83,764,1.0541123167921588e-12,125,124.99991303779656,64,101.0287662121716,3.284739296563452,3.613220833642572e-13,3.613220833642572e-13,2.108224633584907e-12,0.3707030098569708,251.8173941569565,Tier 0: Core Bottleneck Transducer
RAE1,370,723,111,72,39,0.3282415086856292,0.8206383585929871,1.942890293094024e-15,1.768030166715406e-13,8.759669303894043,5.582167148590088,178,10.674213409423828,0.8206383585929871,0.5579540729522705,0.7745906114578247,0.9999780654907228,0.493259072303772,2.3265371149425063,0.00999495743465956,0.6145035665652332,244,261,1.0541123167921588e-12,326,325.9999151925647,65,261.0202859993349,2.3265371149425063,3.535505221918811e-13,3.535505221918811e-13,2.108224633584907e-12,0.3282415086856292,252.3568901377571,Tier 0: Core Bottleneck Transducer
SLC35F3,524,654,97,62,35,0.3396940271874669,0.8181591033935547,1.942890293094024e-15,5.459521723592717e-13,24.555097579956055,21.022964477539062,389,40.29835891723633,0.6093324422836304,0.8932822942733765,0.8304557204246521,0.961319625377655,0.832832396030426,2.423950623570485,0.007676346374814019,0.5222346956802207,221,289,1.0541123167921588e-12,286,285.9999045407148,66,234.01739275024943,2.423950623570485,1.0918488335676102e-12,1.0918488335676102e-12,2.108224633584907e-12,0.3396940271874669,252.7231687044146,Tier 0: Core Bottleneck Transducer
PCDH1,1241,690,111,73,38,0.2929501098788696,0.8649501800537109,1.942890293094024e-15,8.082423619267873e-13,17.70437240600586,15.806930541992188,797,35.25048065185547,0.5022448301315308,0.8680158853530884,0.9167535305023192,0.5709288716316223,0.7746367454528809,1.4010523792627756,0.08059920520237462,0.9128864851350191,1037,63,1.1419907820288739e-12,83,82.99990594992641,67,63.04373129364816,1.4010523792627756,1.6164292127029967e-12,1.6164292127029967e-12,2.2839031306258393e-12,0.2929501098788696,255.59929577367774,Tier 0: Core Bottleneck Transducer
COL9A1,927,709,110,72,38,0.2685547166182009,0.8873081803321838,1.942890293094024e-15,1.1229905894077154e-12,25.394790649414062,22.2692928314209,709,39.22921371459961,0.6473438739776611,0.800138533115387,0.9390770196914672,0.6512023210525513,0.6125343441963196,0.8628405007585198,0.1941125839229355,0.9128864851350191,2561,26,1.3620654656135045e-12,38,37.9999042975092,68,26.103591619554372,0.8628405007585198,2.246036689967923e-12,2.246036689967923e-12,2.724198260218435e-12,0.2685547166182009,258.0426321366297,Tier 0: Core Bottleneck Transducer
SLC5A8,653,696,109,71,38,0.2870691569050923,0.8730034232139587,1.942890293094024e-15,8.587575095471898e-13,19.94268226623535,16.057397842407227,310,22.843761444091797,0.8730034232139587,0.9575377106666564,0.8885158896446228,0.9999818801879884,0.9638469219207764,1.2750747907600979,0.10114138558793229,0.9128864851350191,1285,52,1.1732320905081326e-12,68,67.99990586255893,69,52.053774526105755,1.2750747907600979,1.7175150190951172e-12,1.7175150190951172e-12,2.346464181017273e-12,0.2870691569050923,258.49564793241683,Tier 0: Core Bottleneck Transducer
BRD7,666,672,104,66,38,0.2732833180035165,0.8870178461074829,1.942890293094024e-15,8.082423619267873e-13,11.722234725952148,11.323898315429688,634,25.719005584716797,0.4557810127735138,0.805427610874176,0.7516654133796692,0.9999446868896484,0.5884079337120056,0.8855627359238323,0.1879265996764325,0.9128864851350191,2476,28,1.1419907820288739e-12,40,39.99990811431557,70,28.08849351513136,0.8855627359238323,1.6164292127029967e-12,1.6164292127029967e-12,2.2839031306258393e-12,0.2732833180035165,263.3021078533174,Tier 0: Core Bottleneck Transducer
CHID1,397,691,108,70,38,0.2991460442193541,0.8530145287513733,1.942890293094024e-15,5.517808432385505e-13,10.84908962249756,10.413050651550291,268,26.442203521728516,0.4102944731712341,0.806251049041748,0.8261642456054688,0.9319926500320436,0.6222777366638184,1.5517944745921228,0.06035570423273134,0.9128864851350191,773,91,1.0541123167921588e-12,116,115.99990876189923,71,91.0363152643831,1.5517944745921228,1.1035616864774056e-12,1.1035616864774056e-12,2.108224633584907e-12,0.2991460442193541,265.2225480610576,Tier 0: Core Bottleneck Transducer
KDM5B,1602,667,104,67,37,0.3875230146022077,0.7561148405075073,1.942890293094024e-15,1.4824252936296417e-12,21.541667938232425,20.473644256591797,1571,42.27818298339844,0.5095220804214478,0.8502169847488403,0.8542378544807434,0.9999845027923584,0.5921722650527954,3.601901412972824,0.00015794908557149767,0.03598128032677981,66,1105,1.6583529977471476e-12,88,87.99990465687141,72,73.03917525773196,3.601901412972824,2.9648505872614805e-12,2.9648505872614805e-12,3.316705995496753e-12,0.3875230146022077,270.05554984113917,Tier 0: Core Bottleneck Transducer
BZW1,431,720,114,74,40,0.41006737753049,0.7127557992935181,1.942890293094024e-15,1.4377388168894745e-13,6.871460914611816,6.674508571624756,308,9.640694618225098,0.7127557992935181,0.722787618637085,0.4071689546108246,0.377964437007904,0.3750127851963043,4.281138970935887,9.296959508380463e-06,0.00456171269526609,29,2578,1.0541123167921588e-12,46,45.99991303015028,73,38.08699700698371,4.281138970935887,2.874922522266843e-13,2.874922522266843e-13,2.108224633584907e-12,0.41006737753049,273.4264069178396,Tier 0: Core Bottleneck Transducer
ASB7,318,725,110,70,40,0.4402933951663301,0.6887821555137634,1.942890293094024e-15,1.0491607582707183e-13,18.828174591064453,11.08013916015625,261,36.595699310302734,0.5144914388656616,0.8634340763092041,0.0281198918819427,0.5452868938446045,0.0,5.018545829125296,2.6032036984074315e-07,0.00022411401785873682,17,4418,1.0541123167921588e-12,24,23.999908278050334,74,19.14755570335883,5.018545829125296,2.0977664050292333e-13,2.0977664050292333e-13,2.108224633584907e-12,0.4402933951663301,274.05473905772914,Tier 0: Core Bottleneck Transducer
CCIN,590,699,107,72,35,0.2802954430610093,0.8739529252052307,1.942890293094024e-15,7.771561172373078e-13,16.438053131103516,14.607670783996582,478,24.94006729125977,0.659102201461792,0.8510200381278992,0.9101062417030334,0.7524235844612122,0.7099468111991882,1.1202012674515909,0.13131400199190568,0.9128864851350191,1695,47,1.1244867888233011e-12,63,62.999906407105925,75,47.06907216494845,1.1202012674515909,1.5543677456264504e-12,1.5543677456264504e-12,2.2490538981323916e-12,0.2802954430610093,282.24988928252924,Tier 0: Core Bottleneck Transducer
TRIM29,634,706,112,72,40,0.336703832857143,0.8061766624450684,1.942890293094024e-15,8.587575095471898e-13,18.37693214416504,17.185447692871094,557,39.17170715332031,0.4691379070281982,0.7811817526817322,0.978563129901886,0.8863679766654968,0.8748525977134705,2.4881494993981756,0.0064204870727265825,0.46633827603113126,207,392,1.1732320905081326e-12,324,323.9999054989023,76,272.0220818091121,2.4881494993981756,1.7175150190951172e-12,1.7175150190951172e-12,2.346464181017273e-12,0.336703832857143,284.85785929126126,Tier 0: Core Bottleneck Transducer
CARD11,1180,604,95,59,36,0.2566125460367908,0.8993813395500183,1.942890293094024e-15,1.2959078254928745e-12,28.18001365661621,17.671396255493164,944,31.332664489746097,0.8993813395500183,0.7837938666343689,0.9875751733779908,0.835539698600769,0.7747851610183716,0.303002642503778,0.3809439238916939,0.9128864851350191,5842,14,1.500960954956118e-12,23,22.999905355785856,77,14.155537080146326,0.303002642503778,2.5917601398361967e-12,2.5917601398361967e-12,3.0018576151634866e-12,0.2566125460367908,285.9860136440242,Tier 0: Core Bottleneck Transducer
ADAD1,599,677,106,71,35,0.3145887400067079,0.8351691961288452,1.942890293094024e-15,7.732703366511225e-13,21.038143157958984,19.621789932250977,434,32.6939811706543,0.643486738204956,0.8386207222938538,0.9101487398147584,0.9336500763893129,0.9186396598815918,1.8856619281125313,0.029670263204230666,0.9128864851350191,450,182,1.1227541778415866e-12,226,225.9999048492396,78,182.02391087462587,1.8856619281125313,1.5465961844540743e-12,1.5465961844540743e-12,2.245588955409658e-12,0.3145887400067079,286.18176042508367,Tier 0: Core Bottleneck Transducer
CYFIP1,1272,660,96,62,34,0.2996482790529247,0.8516818881034851,1.942890293094024e-15,5.634381849971082e-13,10.786151885986328,10.12069606781006,232,39.59651184082031,0.2724015712738037,0.7680037021636963,0.6745230555534363,0.9999785423278807,0.5716735124588013,1.4841977023140729,0.06887823959476716,0.9128864851350191,885,93,1.0542226946662743e-12,119,118.99990899224288,79,93.03545061523111,1.4841977023140729,1.1268763699945339e-12,1.1268763699945339e-12,2.108445389333147e-12,0.2996482790529247,286.88848007544675,Tier 0: Core Bottleneck Transducer
PRELID1,221,719,114,74,40,0.2652682763273731,0.8859124183654785,1.942890293094024e-15,1.7486012637844688e-13,8.614502906799316,6.396709442138672,176,27.6982421875,0.3110126256942749,0.7269167900085449,0.5250497460365295,0.0,0.3021895885467529,0.8073230873795306,0.2097401829760514,0.9128864851350191,2794,31,1.0541123167921588e-12,43,42.99991351952524,80,31.116860658463587,0.8073230873795306,3.497202527569243e-13,3.497202527569243e-13,2.108224633584907e-12,0.2652682763273731,294.3025653982649,Tier 0: Core Bottleneck Transducer
GOLGA8G,719,446,89,58,31,0.3071087889742733,0.8824102282524109,1.942890293094024e-15,1.200706201131386e-12,33.84395980834961,23.608800888061523,205,44.205562591552734,0.7656040787696838,0.9584704637527466,0.9048528671264648,0.9604119658470154,0.8079974055290222,0.9160797763750714,0.17981252706176337,0.9128864851350191,2372,37,1.421689851473491e-12,49,48.99990406358686,81,37.02564017292983,0.9160797763750714,2.4013568911129823e-12,2.4013568911129823e-12,2.8433139752625367e-12,0.3071087889742733,296.24989451474914,Tier 0: Core Bottleneck Transducer
NSD2,1431,538,102,65,37,0.3726744657878226,0.7798048257827759,1.942890293094024e-15,1.5601409053532845e-12,18.7163028717041,17.015594482421875,200,31.37284469604492,0.5965765118598938,0.8253761529922485,0.8073220252990723,0.967607319355011,0.839317798614502,2.8372547663704037,0.0022751643708213737,0.26934721508109727,127,705,1.7276805267722347e-12,117,116.9999055507466,82,93.02653807781844,2.8372547663704037,3.1203373218602337e-12,3.1203373218602337e-12,3.455422525901791e-12,0.3726744657878226,299.223996363928,Tier 0: Core Bottleneck Transducer
