gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
SMIM10L2B,193,82,34.76224899291992,0.08584498,2.8123129994205978,0.0024593307227991613,0.3895102497386117,104,1,3,0.044346817,67,104,0.052448258,0.027986184,0.06825342,Background,2.8123129994205978,0.0024593307227991613,0.3895102497386117,0.0024593307227991613
SCIMP,689,170,38.79425048828125,0.09091053,2.811934735017333,0.0024622247082947985,0.3895102497386117,105,1,3,0.050590977,39,105,0.051351115,0.068302415,0.03780812,Background,2.811934735017333,0.0024622247082947985,0.3895102497386117,0.0024622247082947985
MRPL2,725,314,41.72994613647461,0.09105189,2.8118565133433795,0.0024628235426453664,0.3895102497386117,106,1,3,0.0092483815,332,106,0.0023812454,0.103989094,0.051336154,Background,2.8118565133433795,0.0024628235426453664,0.3895102497386117,0.0024628235426453664
MPPE1,689,431,40.96744155883789,0.0909069,2.8118053975390143,0.002463214936290275,0.3895102497386117,107,1,3,0.0052441047,838,107,0.1151856,0.000852233,0.04141756,Background,2.8118053975390143,0.002463214936290275,0.3895102497386117,0.002463214936290275
OR12D2,123,308,41.67377853393555,0.081526354,2.7662704980479282,0.0028350740151773255,0.4326801522893005,108,0,2,0.002913889,1562,108,-4.690822e-10,0.053836543,0.08737125,Background,2.7662704980479282,0.0028350740151773255,0.4326801522893005,0.0028350740151773255
RAB34,725,261,41.850337982177734,0.08975048,2.765286793786864,0.0028436384768685758,0.4326801522893005,109,1,3,0.0030150425,1471,109,3.4600147e-05,0.1034521,0.0519657,Background,2.765286793786864,0.0028436384768685758,0.4326801522893005,0.0028436384768685758
OOEP,576,177,33.89539337158203,0.08886259,2.758876553988985,0.0029000220122034764,0.4326801522893005,110,0,2,0.0028982058,1711,110,0.118002966,-0.0005134782,0.03642503,Background,2.758876553988985,0.0029000220122034764,0.4326801522893005,0.0029000220122034764
C1orf174,681,275,41.24200439453125,0.08931897,2.75647405745899,0.0029214123690506364,0.4326801522893005,111,1,3,0.048361707,48,111,0.057006624,0.06494856,0.032749806,Background,2.75647405745899,0.0029214123690506364,0.4326801522893005,0.0029214123690506364
DEFB109B,421,101,37.84034729003906,0.087641336,2.754984366800978,0.0029347469948611702,0.4326801522893005,112,1,3,0.034278996,127,112,0.082341865,0.05290324,0.016554141,Background,2.754984366800978,0.0029347469948611702,0.4326801522893005,0.0029347469948611702
GPR6,720,373,41.28473663330078,0.0894405,2.7549178645217975,0.002935343552068904,0.4326801522893005,113,1,3,0.009509834,318,113,0.0024713504,0.094240375,0.058203783,Background,2.7549178645217975,0.002935343552068904,0.4326801522893005,0.002935343552068904
OARD1,729,157,41.70705032348633,0.0894613,2.754365146472996,0.002940305928041384,0.4326801522893005,114,1,3,0.0033341162,1309,114,0.0972108,0.00014607911,0.05759464,Background,2.754365146472996,0.002940305928041384,0.4326801522893005,0.002940305928041384
PPCDC,718,258,40.0834846496582,0.08941538,2.7543109411841393,0.0029407929972381534,0.4326801522893005,115,1,3,0.039202265,93,115,0.021967843,0.08790374,0.045000408,Background,2.7543109411841393,0.0029407929972381534,0.4326801522893005,0.0029407929972381534
PIEZO2,597,2962,41.728397369384766,0.088681884,2.7484464983069286,0.002993920313012997,0.4366994111739647,116,1,3,0.044472404,66,116,0.078737885,0.0462272,0.028636446,Background,2.7484464983069286,0.002993920313012997,0.4366994111739647,0.002993920313012997
TRIML2,668,465,42.6168212890625,0.08892808,2.7446518393289354,0.003028756233394641,0.43800474759860963,117,1,3,0.038632814,99,117,0.061395396,0.019797051,0.0728355,Background,2.7446518393289354,0.003028756233394641,0.43800474759860963,0.003028756233394641
PJA1,611,503,42.0185546875,0.08856435,2.7416779224705943,0.0030563122874626538,0.43824410088023813,118,0,2,0.0028815253,1956,118,0.1245813,-0.00034710066,0.029163761,Background,2.7416779224705943,0.0030563122874626538,0.43824410088023813,0.0030563122874626538
RNASE10,703,247,39.01297378540039,0.08881901,2.735246641848893,0.00311667754861037,0.4431444043906509,119,1,3,0.0074329064,457,119,0.001679827,0.105726436,0.046432756,Background,2.735246641848893,0.00311667754861037,0.4431444043906509,0.00311667754861037
RNF41,724,317,37.741886138916016,0.08882488,2.7323117735630427,0.0031445797968060085,0.44338575134964725,120,1,3,0.0033818227,1287,120,0.00016523822,0.10277946,0.05090451,Background,2.7323117735630427,0.0031445797968060085,0.44338575134964725,0.0031445797968060085
ELF3,690,410,39.91598892211914,0.0884679,2.7247451742446316,0.003217556630124074,0.4499261006752011,121,0,2,0.0028927787,1792,121,0.11956014,-8.6909626e-05,0.03375767,Background,2.7247451742446316,0.003217556630124074,0.4499261006752011,0.003217556630124074
BHLHA15,678,215,28.258201599121097,0.08808834,2.71315962214284,0.0033322497730107745,0.4598878469518586,122,1,3,0.04765616,50,122,0.056640893,0.06378257,0.032150023,Background,2.71315962214284,0.0033322497730107745,0.4598878469518586,0.0033322497730107745
AKAP3,683,909,45.45153045654297,0.08808078,2.7120766642433893,0.003343156334224504,0.4598878469518586,123,1,3,0.04570991,58,123,0.058450982,0.06550004,0.02860935,Background,2.7120766642433893,0.003343156334224504,0.4598878469518586,0.003343156334224504
SGPL1,691,577,43.33966445922851,0.08796413,2.706633361524384,0.0033984638204875846,0.4631587278508312,124,1,3,0.0035229381,1232,124,0.11715905,0.00022654253,0.034972753,Background,2.706633361524384,0.0033984638204875846,0.4631587278508312,0.0033984638204875846
MRPL41,677,142,24.539634704589844,0.08776998,2.701997213642017,0.003446216999274949,0.4631587278508312,125,0,2,0.0028874357,1861,125,0.12063691,-0.000121424324,0.031506553,Background,2.701997213642017,0.003446216999274949,0.4631587278508312,0.003446216999274949
BGLAP,721,113,39.232627868652344,0.087954946,2.701638158073989,0.0034499403695979914,0.4631587278508312,126,1,3,0.020318689,220,126,0.09341371,0.0074752127,0.0514535,Background,2.701638158073989,0.0034499403695979914,0.4631587278508312,0.0034499403695979914
MMAA,719,428,43.03166198730469,0.08787532,2.699093896829855,0.0034764278036084847,0.4631587278508312,127,1,3,0.008675714,360,127,0.0021467514,0.093755566,0.056302212,Background,2.699093896829855,0.0034764278036084847,0.4631587278508312,0.0034764278036084847
FBXO17,600,290,31.969268798828125,0.08704209,2.690158027378826,0.003570909534408734,0.4702468515014358,128,1,3,0.0029226698,1531,128,0.08328476,9.319665e-09,0.067476556,Background,2.690158027378826,0.003570909534408734,0.4702468515014358,0.003570909534408734
NDUFA7,717,113,33.80085754394531,0.08747175,2.6849708552801896,0.0036268065551749145,0.4702468515014358,129,0,2,0.002921538,1535,129,-0.0009350149,0.09079372,0.061646815,Background,2.6849708552801896,0.0036268065551749145,0.4702468515014358,0.0036268065551749145
LGI1,723,549,41.78179168701172,0.087474205,2.6841373030419677,0.0036358617872280065,0.4702468515014358,130,1,3,0.0075760116,441,130,0.0017292935,0.09999281,0.049787655,Background,2.6841373030419677,0.0036358617872280065,0.4702468515014358,0.0036358617872280065
ART3,727,354,41.91390228271485,0.08739149,2.68056816955355,0.0036748646395142136,0.4702468515014358,131,1,3,0.004500373,1004,131,0.097839825,0.00056749256,0.052959166,Background,2.68056816955355,0.0036748646395142136,0.4702468515014358,0.0036748646395142136
LDB3,669,711,41.97746276855469,0.08706752,2.6783648174793244,0.003699129458470041,0.4702468515014358,132,1,3,0.005114428,873,132,0.0008377286,0.1217982,0.028169427,Background,2.6783648174793244,0.003699129458470041,0.4702468515014358,0.003699129458470041
S100A7A,150,110,40.297584533691406,0.079710536,2.6726543867327455,0.00376268687888004,0.4702468515014358,133,1,3,0.0029062724,1611,133,0.04533392,1.3986032e-09,0.09272879,Background,2.6726543867327455,0.00376268687888004,0.4702468515014358,0.00376268687888004
ACSM4,581,601,41.9512825012207,0.08642435,2.67231692543977,0.003766473304709405,0.4702468515014358,134,1,3,0.043682553,69,134,0.07614784,0.04518712,0.0283564,Background,2.67231692543977,0.003766473304709405,0.4702468515014358,0.003766473304709405
GYG1,712,374,41.6718635559082,0.08709363,2.672236448370606,0.003767376788067499,0.4702468515014358,135,1,3,0.038259566,100,135,0.02129341,0.08493382,0.044623367,Background,2.672236448370606,0.003767376788067499,0.4702468515014358,0.003767376788067499
GNRHR,720,332,41.64247131347656,0.087035306,2.6689002122754144,0.0038050027857821195,0.4702468515014358,136,1,3,0.013106596,259,136,0.004012249,0.095010266,0.051727045,Background,2.6689002122754144,0.0038050027857821195,0.4702468515014358,0.0038050027857821195
FSD1L,549,559,42.12146759033203,0.086066775,2.666801434048031,0.0038288450363357885,0.4702468515014358,137,1,3,0.042394754,75,137,0.034780476,0.08292965,0.031361908,Background,2.666801434048031,0.0038288450363357885,0.4702468515014358,0.0038288450363357885
FSD2,672,788,43.89752960205078,0.08671331,2.6652593251803376,0.0038464487385451683,0.4702468515014358,138,1,3,0.049048312,45,138,0.054930426,0.058490567,0.036770858,Background,2.6652593251803376,0.0038464487385451683,0.4702468515014358,0.0038464487385451683
DNAJC9,722,262,41.87305450439453,0.086901486,2.66380306292308,0.003863139028291937,0.4702468515014358,139,1,3,0.005711784,720,139,0.0010188778,0.100672744,0.048826165,Background,2.66380306292308,0.003863139028291937,0.4702468515014358,0.003863139028291937
RNF207,636,661,39.79431915283203,0.0863269,2.6580003244779835,0.003930290867796205,0.47500372487936987,140,1,3,0.03673749,111,140,0.067295015,0.018380936,0.06384663,Background,2.6580003244779835,0.003930290867796205,0.47500372487936987,0.003930290867796205
MC4R,721,333,41.96275329589844,0.08665688,2.6552096372483547,0.003962956763330348,0.47555481159964175,141,1,3,0.00577246,708,141,0.0010374635,0.0963953,0.05266133,Background,2.6552096372483547,0.003962956763330348,0.47555481159964175,0.003962956763330348
ASAH2B,715,162,36.32526397705078,0.086481035,2.649869795816364,0.0040261398343223965,0.47973440842771087,142,0,2,0.0029009848,1676,142,0.11355414,-0.00213139,0.038366765,Background,2.649869795816364,0.0040261398343223965,0.47973440842771087,0.0040261398343223965
NFE2L1,668,807,41.48512649536133,0.08618357,2.6471246803551987,0.004058970826758752,0.4802642404808257,143,0,2,0.0029145784,1559,143,0.09884933,-0.00040632763,0.050831325,Background,2.6471246803551987,0.004058970826758752,0.4802642404808257,0.004058970826758752
BNIP1,727,228,33.22751998901367,0.08614084,2.6358045303719972,0.004196903453259191,0.49282517919643537,144,0,2,0.0029177868,1551,144,0.09460803,-0.0008500926,0.055442378,Background,2.6358045303719972,0.004196903453259191,0.49282517919643537,0.004196903453259191
AGR2,723,176,39.96289825439453,0.086063534,2.63366946349122,0.004223383627865433,0.49282517919643537,145,1,3,0.009719583,308,145,0.0026007956,0.09991283,0.046552766,Background,2.63366946349122,0.004223383627865433,0.49282517919643537,0.004223383627865433
HYAL1,663,437,36.78289413452149,0.08555055,2.6255270782877065,0.004325746360923308,0.49903509272699526,146,1,3,0.050037917,42,146,0.047659572,0.05533365,0.04518466,Background,2.6255270782877065,0.004325746360923308,0.49903509272699526,0.004325746360923308
TCF21,721,187,36.29362106323242,0.08580537,2.6247532892905188,0.004335588571564321,0.49903509272699526,147,1,3,0.011153224,277,147,0.0031876534,0.09615675,0.04927484,Background,2.6247532892905188,0.004335588571564321,0.49903509272699526,0.004335588571564321
CH25H,721,287,38.951622009277344,0.08567406,2.620056664411957,0.004395757877601369,0.5020611892459421,148,1,3,0.0060143424,672,148,0.0011320916,0.097258724,0.050001036,Background,2.620056664411957,0.004395757877601369,0.5020611892459421,0.004395757877601369
PRKAR2B,676,429,41.503143310546875,0.085406415,2.6180861092231873,0.004421224420664621,0.5020611892459421,149,1,3,0.04549291,60,149,0.05519871,0.06297956,0.02974998,Background,2.6180861092231873,0.004421224420664621,0.5020611892459421,0.004421224420664621
SLC13A2,675,637,44.811859130859375,0.084908195,2.600542257167536,0.004653827751383937,0.5245555856799384,150,1,3,0.04612974,55,150,0.0534379,0.062205013,0.03142239,Background,2.600542257167536,0.004653827751383937,0.5245555856799384,0.004653827751383937
MRPL51,701,131,39.74040222167969,0.08495599,2.5977099868054534,0.004692385959883684,0.5245555856799384,151,1,3,0.044476368,65,151,0.03515814,0.07559132,0.036398623,Background,2.5977099868054534,0.004692385959883684,0.5245555856799384,0.004692385959883684
TECTB,717,333,41.036338806152344,0.08498439,2.5960458867289797,0.004715173510972934,0.5245555856799384,152,1,3,0.008200366,387,152,0.001969128,0.091291934,0.053936213,Background,2.5960458867289797,0.004715173510972934,0.5245555856799384,0.004715173510972934
SKOR1,656,1009,41.911956787109375,0.08462613,2.5940001855877597,0.004743321785403698,0.5245555856799384,153,1,3,0.010279364,293,153,0.0030002655,0.114458084,0.029118406,Background,2.5940001855877597,0.004743321785403698,0.5245555856799384,0.004743321785403698
BPIFB2,658,482,44.02146530151367,0.08450278,2.589248966983379,0.004809276230894308,0.5283958040696863,154,1,3,0.0067678927,536,154,0.0015096008,0.11839943,0.026454067,Background,2.589248966983379,0.004809276230894308,0.5283958040696863,0.004809276230894308
FSCN3,721,510,42.218318939208984,0.08469746,2.585126165162832,0.004867168509185504,0.5313063946801209,155,1,3,0.0067604114,537,155,0.0014195715,0.09689462,0.048386134,Background,2.585126165162832,0.004867168509185504,0.5313063946801209,0.004867168509185504
PLEKHG7,458,746,43.02758026123047,0.082783006,2.57751090369552,0.00497573709096477,0.5396760998661788,156,1,3,0.0062193745,627,156,0.0012003118,0.076205514,0.06597854,Background,2.57751090369552,0.00497573709096477,0.5396760998661788,0.00497573709096477
RNASE2,324,192,35.91368865966797,0.08112258,2.5749790439526468,0.005012308006894146,0.5401799457111398,157,1,3,0.0029119325,1574,157,0.08937099,1.8620042e-09,0.051137432,Background,2.5749790439526468,0.005012308006894146,0.5401799457111398,0.005012308006894146
GPR37L1,675,531,41.85184097290039,0.08411022,2.572160364074742,0.005053303278916705,0.5411512118941181,158,1,3,0.045074854,62,158,0.05380458,0.062064286,0.029814294,Background,2.572160364074742,0.005053303278916705,0.5411512118941181,0.005053303278916705
RARRES2,718,173,30.453046798706055,0.08415021,2.5660551382442955,0.005143123777886007,0.5473060020240959,159,1,3,0.011178186,276,159,0.0031798102,0.0875057,0.05506693,Background,2.5660551382442955,0.005143123777886007,0.5473060020240959,0.005143123777886007
MEPE,661,277,41.51836395263672,0.08364266,2.5581527998273392,0.00526149215098803,0.5499127956612725,160,1,3,0.025373794,185,160,0.010375955,0.054714516,0.07978288,Background,2.5581527998273392,0.00526149215098803,0.5499127956612725,0.00526149215098803
CCNP,560,348,41.715816497802734,0.08302703,2.5580034935318654,0.005263751732083108,0.5499127956612725,161,1,3,0.002919897,1539,161,0.072026655,1.7801535e-12,0.07178037,Background,2.5580034935318654,0.005263751732083108,0.5499127956612725,0.005263751732083108
SLC8A1,719,938,41.67409133911133,0.08391063,2.5573200874083795,0.00527410532868781,0.5499127956612725,162,1,3,0.009003699,344,162,0.0023132937,0.09674574,0.04627844,Background,2.5573200874083795,0.00527410532868781,0.5499127956612725,0.00527410532868781
PAX4,721,356,43.46012878417969,0.08387677,2.555772170253182,0.005297623267895237,0.5499127956612725,163,1,3,0.010511787,288,163,0.002932275,0.09496097,0.0473856,Background,2.555772170253182,0.005297623267895237,0.5499127956612725,0.005297623267895237
PRR16,710,332,41.99495697021485,0.0837604,2.553485020401776,0.005332543303697978,0.5501623945034743,164,0,2,0.0029018116,1665,164,0.108146235,-0.0025958694,0.039526906,Background,2.553485020401776,0.005332543303697978,0.5501623945034743,0.005332543303697978
LRRTM4,720,595,41.80015563964844,0.083665095,2.548370376513752,0.005411374945583777,0.552938186760794,165,1,3,0.0041689742,1078,165,0.0004515081,0.09644191,0.04801876,Background,2.548370376513752,0.005411374945583777,0.552938186760794,0.005411374945583777
PXYLP1,703,500,41.41666793823242,0.083558865,2.5475054917601416,0.005424807269638995,0.552938186760794,166,1,3,0.03687349,109,166,0.019820893,0.07724665,0.047660653,Background,2.5475054917601416,0.005424807269638995,0.552938186760794,0.005424807269638995
IGFBP7,657,292,41.09470748901367,0.082993306,2.5358738470585385,0.005608356646256593,0.5682239188901889,167,1,3,0.0055569187,769,167,0.0010157626,0.115307145,0.027425714,Background,2.5358738470585385,0.005608356646256593,0.5682239188901889,0.005608356646256593
TMEM140,699,195,31.59969711303711,0.08297203,2.5272749215470856,0.005747573975677304,0.5764051020033699,168,0,2,0.0028976884,1719,168,0.11206099,-0.005137381,0.036788173,Background,2.5272749215470856,0.005747573975677304,0.5764051020033699,0.005747573975677304
NPY,722,101,40.38846206665039,0.0830522,2.5261078779650687,0.0057667029857450345,0.5764051020033699,169,0,2,0.0029113048,1577,169,-0.0021392072,0.09784833,0.048141472,Background,2.5261078779650687,0.0057667029857450345,0.5764051020033699,0.0057667029857450345
RPS28,715,71,8.36241626739502,0.08297657,2.524612018920483,0.005791304216345916,0.5764051020033699,170,0,2,0.0029185133,1546,170,-0.0013793225,0.08442639,0.06067258,Background,2.524612018920483,0.005791304216345916,0.5764051020033699,0.005791304216345916
PATL2,681,599,44.541141510009766,0.08264646,2.518969369982063,0.005884944748696844,0.5806456710951905,171,1,3,0.0029149374,1557,171,2.1984673e-12,0.08869226,0.054455608,Background,2.518969369982063,0.005884944748696844,0.5806456710951905,0.005884944748696844
