gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
OR10H2,186,390,41.75528717041016,0.00931402,1.593926729633025,0.05547622339139448,0.6868932456375141,92,0,1,0.0011771733607942,2727,92,0.0,0.0,0.0,0.0093140313401818,0.0,0.0,Background,1.593926729633025,0.05547622339139448,0.6868932456375141,0.05547622339139448
CRB1,542,1417,41.985939025878906,0.0075916494,1.588743646527117,0.056059140324271,0.6868932456375141,93,0,3,0.0017318309889983,176,93,-0.0014225093182176,0.0047092698514461,0.0077539752237498,0.0,0.0047092698514461,0.0,Background,1.588743646527117,0.056059140324271,0.6868932456375141,0.056059140324271
OR52R1,220,317,41.45527648925781,0.007780557,1.5676204186642702,0.0584848719898337,0.6868932456375141,94,0,4,0.0023507977511459,16,94,0.0103016532957553,-0.0008729342371225,0.0,0.0065879672765731,0.0041559804230928,0.006240852177143,Background,1.5676204186642702,0.0584848719898337,0.6868932456375141,0.0584848719898337
BTN3A3,147,603,41.678367614746094,0.011054536,1.5355934845894226,0.06231905657647843,0.6868932456375141,95,0,1,0.0011804154380069,2462,95,0.0,0.0,0.0,0.0110545502975583,0.0,0.0,Background,1.5355934845894226,0.06231905657647843,0.6868932456375141,0.06231905657647843
ISM2,420,651,41.03070831298828,0.007336498,1.5336582089186759,0.06255688000332446,0.6868932456375141,96,0,3,0.0018058358802951,108,96,-0.0004827994853258,0.0075470507144927,0.0085676470771431,0.0088968016207218,-0.0001832414418458,0.0,Background,1.5336582089186759,0.06255688000332446,0.6868932456375141,0.06255688000332446
CD300LD,188,274,32.86896514892578,0.008840747,1.5298559028133543,0.06302620029974765,0.6868932456375141,97,0,3,0.0017981693261063,115,97,-0.0051800645887851,0.0071980711072683,0.0097796842455863,0.0,0.0071980711072683,0.0,Background,1.5298559028133543,0.06302620029974765,0.6868932456375141,0.06302620029974765
PPP2R3B,301,596,37.03533935546875,0.00734002,1.5282229121451552,0.0632286009680072,0.6868932456375141,98,0,2,0.0014581109504817,459,98,0.0,0.016404440626502,0.0,-0.0011125491000711,0.016404440626502,-0.0030717535410076,Background,1.5282229121451552,0.0632286009680072,0.6868932456375141,0.0632286009680072
OR4K1,286,327,41.888954162597656,0.007345018,1.5281866004874272,0.06323310735362683,0.6868932456375141,99,0,4,0.0015534253473099,311,99,0.0007873814320191,1.1675691403877428e-16,0.0,0.0114447604864835,0.0034923756029456,0.0,Background,1.5281866004874272,0.06323310735362683,0.6868932456375141,0.06323310735362683
SPIN2A,148,265,41.621952056884766,0.010932353,1.5275841850576048,0.06330790540925167,0.6868932456375141,100,0,3,0.0017634728559731,145,100,0.0,-0.0002913475036621,0.0150903016328811,0.0,0.0252314880490303,0.0023100972175598,Background,1.5275841850576048,0.06330790540925167,0.6868932456375141,0.06330790540925167
TOP1MT,216,569,36.941505432128906,0.007710571,1.5265106855288815,0.06344136567173621,0.6868932456375141,101,0,1,0.0011730656806622,2939,101,0.0077105648815631,0.0,0.0,0.0,0.0,0.0,Background,1.5265106855288815,0.06344136567173621,0.6868932456375141,0.06344136567173621
OR4D9,228,319,42.070072174072266,0.007360855,1.526428256119385,0.06345162255716379,0.6868932456375141,102,0,1,0.0011719654234899,2978,102,0.0,0.0,0.0073608569800853,0.0,0.0,0.0,Background,1.526428256119385,0.06345162255716379,0.6868932456375141,0.06345162255716379
PKD1L3,402,1841,41.634490966796875,0.0072614425,1.5178970311744884,0.06452017925701228,0.6868932456375141,103,0,2,0.0014135163194732,629,103,-0.0002343687810935,0.0,0.0116755459457635,0.0050298580899834,0.0,-0.0034797077532857,Background,1.5178970311744884,0.06452017925701228,0.6868932456375141,0.06452017925701228
DEFB108C,366,106,38.62947082519531,0.0072653443,1.5170144801158647,0.06463151408929477,0.6868932456375141,104,0,2,0.0013866668049074,724,104,0.0037117227911949,0.0,0.007719456218183,0.0,0.0,0.0,Background,1.5170144801158647,0.06463151408929477,0.6868932456375141,0.06463151408929477
SOX3,543,429,38.97090530395508,0.007219651,1.5143714370507555,0.06496582969716627,0.6868932456375141,105,0,4,0.0016911707390076,206,105,0.0012206468963995,-0.0046400343999266,0.0101409312337636,0.0,7.935801841085777e-05,0.011302676051855,Background,1.5143714370507555,0.06496582969716627,0.6868932456375141,0.06496582969716627
SMIM10L2A,193,79,34.966182708740234,0.008528388,1.5133037183951557,0.06510126431193436,0.6868932456375141,106,0,3,0.0018203993827433,96,106,0.0043550692498683,0.0218325220048427,0.0142802633345127,0.0,-0.0005105957388877,-0.0083621963858604,Background,1.5133037183951557,0.06510126431193436,0.6868932456375141,0.06510126431193436
PRAME,208,535,42.436859130859375,0.007893299,1.505917535397904,0.06604417222329582,0.6868932456375141,107,0,4,0.0017889042051212,125,107,0.0,0.0145243201404809,0.0,0.0007161758840084,0.0145243201404809,0.0005564503371715,Background,1.505917535397904,0.06604417222329582,0.6868932456375141,0.06604417222329582
OR2C3,318,322,42.01576232910156,0.0071851076,1.498324681233345,0.0670244572914113,0.6868932456375141,108,0,3,0.0018178106735823,99,108,-0.0043163695372641,0.0078367618843913,0.0124505292624235,0.0,0.0078367618843913,0.0,Background,1.498324681233345,0.0670244572914113,0.6868932456375141,0.0670244572914113
FUT4,290,565,36.612815856933594,0.007147939,1.4890548870364335,0.06823645799399697,0.6868932456375141,109,0,3,0.0016612518524175,221,109,0.001194073120132,0.0138749722391366,0.010269665159285,0.0,-0.0001181345141958,0.0,Background,1.4890548870364335,0.06823645799399697,0.6868932456375141,0.06823645799399697
TUBA3E,152,454,31.8208065032959,0.010409354,1.4889668136558867,0.0682480539352837,0.6868932456375141,110,0,2,0.0014528328457176,472,110,0.0,0.0144008956849575,0.0,0.0,0.0144008956849575,-0.0055875107645988,Background,1.4889668136558867,0.0682480539352837,0.6868932456375141,0.0682480539352837
B3GNT4,636,375,33.13673400878906,0.0070157372,1.4758528910030195,0.06999169418680973,0.6868932456375141,111,0,2,0.0014286871599578,560,111,-0.0012311758473515,-0.0003256015479564,0.0099844988435506,0.0082062045112252,-0.0003256015479564,0.0,Background,1.4758528910030195,0.06999169418680973,0.6868932456375141,0.06999169418680973
OCEL1,432,234,39.315399169921875,0.0070438534,1.475603080150146,0.07002523888987519,0.6868932456375141,112,0,5,0.0014870664921511,400,112,0.0001137144863605,5.765073001384735e-05,0.0100602265447378,0.0,5.765073001384735e-05,0.0054310485720634,Background,1.475603080150146,0.07002523888987519,0.6868932456375141,0.07002523888987519
HSPA1B,435,659,40.14665222167969,0.0070355223,1.4740522339437956,0.07023376396034794,0.6868932456375141,113,0,3,0.0015500130371448,313,113,-0.0005008866428397,-1.4392484731235572e-16,0.0,0.0085086906328797,0.000623885076493,0.0056683956645429,Background,1.4740522339437956,0.07023376396034794,0.6868932456375141,0.07023376396034794
KLRC2,150,236,41.96754455566406,0.010395221,1.4704680391458498,0.07071751783873118,0.6868932456375141,114,0,2,0.0014099066638573,640,114,0.0,0.0,0.0171508397907018,0.0,0.0039873574860394,0.0,Background,1.4704680391458498,0.07071751783873118,0.6868932456375141,0.07071751783873118
SPIN2B,144,261,41.50737762451172,0.010754769,1.469284240960393,0.07087785469446888,0.6868932456375141,115,0,3,0.0017017231207382,198,115,0.0,-0.000368159264326,0.0157749559730291,0.0,0.0262362118810415,0.0013282373547554,Background,1.469284240960393,0.07087785469446888,0.6868932456375141,0.07087785469446888
CBLL2,129,432,41.10540771484375,0.011745583,1.4644657450161964,0.0715333679808209,0.6868932456375141,116,0,2,0.001430636253903,551,116,0.0,0.0,-0.0047370409592986,0.0111488653346896,0.0,0.0079584894701838,Background,1.4644657450161964,0.0715333679808209,0.6868932456375141,0.0715333679808209
OR10A7,413,339,42.445106506347656,0.0069791656,1.4619058638954203,0.07188350393806642,0.6868932456375141,117,0,2,0.0014246386452268,574,117,-0.0007057226612232,0.0084520503878593,0.0,0.0,0.0084520503878593,0.0,Background,1.4619058638954203,0.07188350393806642,0.6868932456375141,0.07188350393806642
MCOLN2,528,574,41.68463516235352,0.006941744,1.4583698219877126,0.07236931708166057,0.6868932456375141,118,0,4,0.0017783485665056,132,118,0.0001953393220901,-0.0022539254277944,0.0087678376585245,0.0095720561221241,-0.0022539254277944,0.0019379928708076,Background,1.4583698219877126,0.07236931708166057,0.6868932456375141,0.07236931708166057
TUBA3D,162,457,31.6303653717041,0.0096383495,1.4582769471125643,0.07238211088678316,0.6868932456375141,119,0,3,0.0018263288045127,92,119,0.0,0.0077972463332116,0.0162606295198202,0.0,0.0077972463332116,-0.0051661077886819,Background,1.4582769471125643,0.07238211088678316,0.6868932456375141,0.07238211088678316
C19orf73,117,128,41.17847442626953,0.012641663,1.4572105240549336,0.07252913822023652,0.6868932456375141,120,0,3,0.0011826610227998,2348,120,0.0,7.484301065622233e-17,0.0,0.0,7.484301065622233e-17,0.0126416468992829,Background,1.4572105240549336,0.07252913822023652,0.6868932456375141,0.07252913822023652
MICB,108,425,37.87138366699219,0.013372723,1.4478460275034437,0.07383005847456625,0.6868932456375141,121,0,2,0.0014607098757176,452,121,0.0,0.0175887662917375,0.0,0.0,0.0175887662917375,-0.0053872019052505,Background,1.4478460275034437,0.07383005847456625,0.6868932456375141,0.07383005847456625
LOC107986012,249,209,39.189849853515625,0.006867193,1.4296772901754569,0.07640483055143536,0.6868932456375141,122,0,1,0.0011821777420088,2366,122,0.0,0.0,0.0,0.0122663071379065,0.0,-0.0098543548956513,Background,1.4296772901754569,0.07640483055143536,0.6868932456375141,0.07640483055143536
IL37,288,258,41.550167083740234,0.006844565,1.4282387835743682,0.07661157051582769,0.6868932456375141,123,0,1,0.0011776172563728,2697,123,-0.0009840875864028,0.0,0.0,0.0,0.0,0.009522546082735,Background,1.4282387835743682,0.07661157051582769,0.6868932456375141,0.07661157051582769
SMIM10L2B,193,82,34.76224899291992,0.008027396,1.4269507445428573,0.07679704630251505,0.6868932456375141,124,0,3,0.0017736219665876,138,124,0.0028027854859828,0.0214669313281774,0.0122567908838391,0.0,-0.0004933699965476,-0.0081575671210885,Background,1.4269507445428573,0.07679704630251505,0.6868932456375141,0.07679704630251505
CCDC187,225,2332,41.53375625610352,0.00689814,1.4269036766684693,0.07680383046962112,0.6868932456375141,125,0,3,0.0014925625992503,393,125,0.0,0.0093231294304132,0.0002103721199091,0.0,0.0093231294304132,0.0,Background,1.4269036766684693,0.07680383046962112,0.6868932456375141,0.07680383046962112
ACTL8,621,403,41.71802520751953,0.006731558,1.4186865762306016,0.07799520625889728,0.6868932456375141,126,1,6,0.0023790620459473,14,126,0.0032706742640584,8.45119429868646e-05,0.009370737709105,0.0060608922503888,2.7928505005547777e-05,0.0054560746066272,Background,1.4186865762306016,0.07799520625889728,0.6868932456375141,0.07799520625889728
NAT8B,349,251,41.51737976074219,0.0067307176,1.4092158578142568,0.07938567504415395,0.6868932456375141,127,0,4,0.0017228603873134,185,127,0.0022869461681693,0.0,0.013488451950252,0.0054931100457906,4.6773115172982216e-05,0.0,Background,1.4092158578142568,0.07938567504415395,0.6868932456375141,0.07938567504415395
LRIT2,616,580,41.39208221435547,0.006649426,1.4021473445117094,0.080435625829398,0.6868932456375141,128,0,3,0.0017538204404751,154,128,-0.0002084160223603,0.0054034115746617,0.0081937722861766,0.0,0.0054034115746617,0.0,Background,1.4021473445117094,0.080435625829398,0.6868932456375141,0.080435625829398
OR5AC2,137,345,40.8580207824707,0.010546585,1.3833550911733377,0.08327800672789437,0.6868932456375141,129,0,2,0.0014560684832723,465,129,0.0,0.0,0.0165848974138498,0.0146694807335734,0.0,-0.0137757053598761,Background,1.3833550911733377,0.08327800672789437,0.6868932456375141,0.08327800672789437
DEFB116,355,104,37.047630310058594,0.006577876,1.3789629099310545,0.0839530949304022,0.6868932456375141,130,0,2,0.0013822390978149,745,130,0.0,0.0,0.0046735201030969,0.0,0.0,0.0050780815072357,Background,1.3789629099310545,0.0839530949304022,0.6868932456375141,0.0839530949304022
BTN3A1,202,476,41.53130340576172,0.0073958966,1.375373734974836,0.0845078037306008,0.6868932456375141,131,0,2,0.001437458098382,517,131,0.0,0.0,0.0133888907730579,0.008566022850573,0.0,-0.0084144817665219,Background,1.375373734974836,0.0845078037306008,0.6868932456375141,0.0845078037306008
RIPK3,591,589,48.82110595703125,0.006511421,1.373960871487963,0.08472691511591601,0.6868932456375141,132,0,3,0.0016890858726626,207,132,-0.0003484824555926,-0.0020171902142465,0.0089695593342185,0.0093053570017218,-0.0020171902142465,0.0018178934697061,Background,1.373960871487963,0.08472691511591601,0.6868932456375141,0.08472691511591601
IFI27,266,138,38.245845794677734,0.0065391385,1.3654954332227032,0.08604869373106233,0.6868932456375141,133,0,3,0.0017957229008693,117,133,-0.0023148655891418,0.0057576280087232,0.0110170952975749,0.0,-0.0015745532000437,0.0080845458433032,Background,1.3654954332227032,0.08604869373106233,0.6868932456375141,0.08604869373106233
PPM1N,607,138,41.644100189208984,0.006465184,1.3650923452152774,0.08611201382315986,0.6868932456375141,134,0,3,0.0017513297447416,157,134,-0.0007381687173619,0.0051760841161012,0.0087906364351511,0.0,0.0051760841161012,0.0,Background,1.3650923452152774,0.08611201382315986,0.6868932456375141,0.08611201382315986
RBP3,635,1278,40.29767990112305,0.006459371,1.3645579842837234,0.08619600897863972,0.6868932456375141,135,0,3,0.0017536419193881,155,135,-0.0002837870270013,0.00560830719769,0.0074173887260258,0.0,0.00560830719769,0.0,Background,1.3645579842837234,0.08619600897863972,0.6868932456375141,0.08619600897863972
ENSG00000285492,271,231,42.016563415527344,0.006530256,1.3641134299668438,0.08626593429464019,0.6868932456375141,136,0,2,0.0014066034000294,657,136,0.0,0.0065302709117531,0.0,0.0,0.0065302709117531,0.0,Background,1.3641134299668438,0.08626593429464019,0.6868932456375141,0.08626593429464019
OR52B6,372,348,41.5413932800293,0.0064834296,1.360925370000207,0.08676863758782694,0.6868932456375141,137,0,3,0.0018224514160616,93,137,0.0074845515191555,0.0073417518287897,0.0173389762639999,0.0,-0.0049634911119937,0.0,Background,1.360925370000207,0.08676863758782694,0.6868932456375141,0.08676863758782694
ALPP,314,605,43.63945388793945,0.006486982,1.358452385084271,0.08716009077262482,0.6868932456375141,138,0,3,0.0016915832939296,205,138,0.0,0.004275354091078,0.0,0.0,0.004275354091078,0.0049576517194509,Background,1.358452385084271,0.08716009077262482,0.6868932456375141,0.08716009077262482
CCDC30,559,976,41.98340606689453,0.0064085275,1.352576190534767,0.08809553153826011,0.6868932456375141,139,0,2,0.0014185509959663,601,139,-0.000271389260888,-0.0014590509235858,0.0081962868571281,0.0,-0.0014590509235858,0.0072693401016294,Background,1.352576190534767,0.08809553153826011,0.6868932456375141,0.08809553153826011
MLKL,443,489,41.329139709472656,0.006353462,1.337942087117554,0.09045765803680056,0.6868932456375141,140,0,3,0.0017375416367956,170,140,-0.0019995637703686,0.0043156258761882,0.0120029784739017,0.0,0.0043156258761882,0.0,Background,1.337942087117554,0.09045765803680056,0.6868932456375141,0.09045765803680056
OPTC,583,350,41.434104919433594,0.0063201697,1.3355153521733487,0.09085386702236847,0.6868932456375141,141,0,3,0.0017546767601252,153,141,-6.853414379293099e-05,0.0058459918946027,0.0068559856154024,0.0,0.0058459918946027,0.0,Background,1.3355153521733487,0.09085386702236847,0.6868932456375141,0.09085386702236847
OR10K1,192,335,41.5478515625,0.007494714,1.3287450571135915,0.09196604715718726,0.6868932456375141,142,0,2,0.001438848489343,512,142,0.0,0.0107646193355321,0.0,0.0,0.0107646193355321,-0.0023050345480442,Background,1.3287450571135915,0.09196604715718726,0.6868932456375141,0.09196604715718726
H2BC12,173,128,30.87925720214844,0.008250249,1.327356569298035,0.09219537957986335,0.6868932456375141,143,0,3,0.0018218036587186,94,143,-0.0031181103549897,0.0,0.0071714082732796,0.0079581448808312,-0.0054657151922583,0.0158261656761169,Background,1.327356569298035,0.09219537957986335,0.6868932456375141,0.09219537957986335
MLNR,524,474,41.88006591796875,0.006188559,1.307617728269524,0.09550150037846222,0.6868932456375141,144,0,4,0.0022332461754583,24,144,0.0101295812055468,-0.0028968732804059,0.0,0.0080711860209703,0.0065719354897737,0.0018207505345344,Background,1.307617728269524,0.09550150037846222,0.6868932456375141,0.09550150037846222
PCDHB10,355,898,42.02048110961914,0.0062111164,1.3056109899310546,0.09584244054923241,0.6868932456375141,145,0,3,0.0016926723962428,204,145,-0.00020280998433,0.0,0.0073792599141597,0.0059892078861594,0.0025426994543522,0.0,Background,1.3056109899310546,0.09584244054923241,0.6868932456375141,0.09584244054923241
GJA10,627,498,41.72964859008789,0.0061069643,1.293901448690886,0.09784973202811131,0.6868932456375141,146,0,3,0.0017336826279134,174,146,-0.0005185585469007,0.0045722536742687,0.0088116321712732,0.0,0.0045722536742687,0.0,Background,1.293901448690886,0.09784973202811131,0.6868932456375141,0.09784973202811131
TLR10,531,848,41.57484436035156,0.0060808817,1.2862828274817648,0.09917218671472844,0.6868932456375141,147,0,2,0.0014183759909142,603,147,0.0096067413687706,0.0,0.0,0.0063577895052731,0.0,-0.0062191286124289,Background,1.2862828274817648,0.09917218671472844,0.6868932456375141,0.09917218671472844
KLRC1,199,219,42.17784118652344,0.0069967434,1.2854338876440259,0.09932035281592949,0.6868932456375141,148,0,3,0.0015074167421541,367,148,0.0,0.001514792907983,0.0184738300740718,0.0,0.0008821003139019,0.0,Background,1.2854338876440259,0.09932035281592949,0.6868932456375141,0.09932035281592949
TEX19,325,223,30.590261459350582,0.00611777,1.2852786879116043,0.09934745742955403,0.6868932456375141,149,0,3,0.0016961925830649,200,149,0.0016964364331215,-0.0014325340744107,0.0129826813936233,0.0,0.0095310499891638,0.0,Background,1.2852786879116043,0.09934745742955403,0.6868932456375141,0.09934745742955403
