gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,tier,z_track_b,p_track_b,q_track_b,p_combined
HSF5,632,629,44.4322509765625,0.07109235,4.74826131718656,1.025864165822408e-06,0.0001846555498480334,94,0,1,0.0019805282,830,94,-0.00017211633,0.10071188,Tier 2: Physiological Homeostasis Modifier,4.74826131718656,1.025864165822408e-06,0.0001846555498480334,1.025864165822408e-06
PIK3AP1,701,821,44.48257827758789,0.0690018,4.723512962890865,1.1590258818291974e-06,0.00020642860969000024,95,1,2,0.049767446,26,95,0.04769405,0.049889233,Tier 0: Core Bottleneck Transducer,4.723512962890865,1.1590258818291974e-06,0.00020642860969000024,1.1590258818291974e-06
MANEAL,631,480,31.877901077270508,0.07062653,4.71401764398119,1.2143980923364487e-06,0.0002130213960614714,96,0,1,0.0019803944,832,96,-0.00013008807,0.10001107,Tier 2: Physiological Homeostasis Modifier,4.71401764398119,1.2143980923364487e-06,0.0002130213960614714,1.2143980923364487e-06
BBLN,702,83,29.294015884399418,0.06882913,4.712876372092994,1.2212219514162368e-06,0.0002130213960614714,97,0,1,0.0019798868,845,97,0.097436726,-9.763846e-05,Tier 2: Physiological Homeostasis Modifier,4.712876372092994,1.2212219514162368e-06,0.0002130213960614714,1.2212219514162368e-06
CABLES2,630,540,40.635162353515625,0.07045768,4.700408137420804,1.2982101818695713e-06,0.0002241399620125831,98,0,1,0.001980398,831,98,-0.0003883508,0.10003056,Tier 2: Physiological Homeostasis Modifier,4.700408137420804,1.2982101818695713e-06,0.0002241399620125831,1.2982101818695713e-06
HOXC11,700,313,41.4874382019043,0.06861988,4.694689084039194,1.3350626486977582e-06,0.00022639435400389614,99,1,2,0.049517088,28,99,0.048050016,0.048993137,Tier 0: Core Bottleneck Transducer,4.694689084039194,1.3350626486977582e-06,0.00022639435400389614,1.3350626486977582e-06
HUNK,629,747,41.842647552490234,0.07039593,4.694235491474013,1.3380280969497408e-06,0.00022639435400389614,100,0,1,0.0019803725,833,100,-0.00034154207,0.09989642,Tier 2: Physiological Homeostasis Modifier,4.694235491474013,1.3380280969497408e-06,0.00022639435400389614,1.3380280969497408e-06
SLC25A43,628,354,42.23040771484375,0.070358634,4.689759085271033,1.3676345051492508e-06,0.00022911263195173588,101,1,2,0.0022459202,545,101,0.00013566669,0.09936647,Tier 0: Core Bottleneck Transducer,4.689759085271033,1.3676345051492508e-06,0.00022911263195173588,1.3676345051492508e-06
IFFO2,629,541,37.74029922485352,0.07028188,4.686322101733038,1.3907919021662793e-06,0.0002307078331828769,102,0,1,0.0019803417,834,102,-0.00034389738,0.09973749,Tier 2: Physiological Homeostasis Modifier,4.686322101733038,1.3907919021662793e-06,0.0002307078331828769,1.3907919021662793e-06
CCR1,624,360,41.951210021972656,0.070195705,4.67089002701579,1.4994873658194343e-06,0.0002463235556278139,103,1,2,0.04384072,66,103,0.031086534,0.06818517,Tier 0: Core Bottleneck Transducer,4.67089002701579,1.4994873658194343e-06,0.0002463235556278139,1.4994873658194343e-06
BHLHE22,627,437,33.50265121459961,0.069805145,4.649492262836957,1.663765824889519e-06,0.00027068190151087175,104,0,1,0.001980157,840,104,-7.17286e-05,0.09879111,Tier 2: Physiological Homeostasis Modifier,4.649492262836957,1.663765824889519e-06,0.00027068190151087175,1.663765824889519e-06
DOC2B,625,419,26.868879318237305,0.06981317,4.646284471038872,1.689834398417371e-06,0.00027230474305925634,105,0,1,0.0019801923,838,105,-0.00023887772,0.09896961,Tier 2: Physiological Homeostasis Modifier,4.646284471038872,1.689834398417371e-06,0.00027230474305925634,1.689834398417371e-06
AJM1,626,1084,38.008636474609375,0.06973897,4.643025533129133,1.7167195038625545e-06,0.00027402730193730587,106,0,1,0.001980177,839,106,-0.00026637455,0.09889217,Tier 2: Physiological Homeostasis Modifier,4.643025533129133,1.7167195038625545e-06,0.00027402730193730587,1.7167195038625545e-06
ADAMTS16,623,1314,41.93641662597656,0.06967903,4.633221604712869,1.800093979552558e-06,0.0002846503750843858,107,0,1,0.0019801378,841,107,-0.00015160767,0.09869264,Tier 2: Physiological Homeostasis Modifier,4.633221604712869,1.800093979552558e-06,0.0002846503750843858,1.800093979552558e-06
TRNP1,626,242,37.121849060058594,0.06949304,4.625980869353433,1.8641485654216515e-06,0.0002920499419160587,108,0,1,0.0019800763,843,108,-0.000103897415,0.0983819,Tier 2: Physiological Homeostasis Modifier,4.625980869353433,1.8641485654216515e-06,0.0002920499419160587,1.8641485654216515e-06
CENPV,626,306,29.170068740844727,0.06945181,4.623123342872434,1.8900240053510963e-06,0.0002933872125737665,109,0,1,0.0019800898,842,109,-0.000230995,0.09845068,Tier 2: Physiological Homeostasis Modifier,4.623123342872434,1.8900240053510963e-06,0.0002933872125737665,1.8900240053510963e-06
TMLHE,499,421,41.640174865722656,0.0732783,4.607739180564536,2.035354135526012e-06,0.0003130744724827284,110,1,2,0.039940946,99,110,0.025739128,0.07789205,Tier 0: Core Bottleneck Transducer,4.607739180564536,2.035354135526012e-06,0.0003130744724827284,2.035354135526012e-06
GSC2,622,240,28.932357788085938,0.069270484,4.603059980315073,2.08164131504209e-06,0.0003173096491037132,111,0,1,0.0019800465,844,111,-0.0002690088,0.09823227,Tier 2: Physiological Homeostasis Modifier,4.603059980315073,2.08164131504209e-06,0.0003173096491037132,2.08164131504209e-06
TLX2,698,293,35.612396240234375,0.06708798,4.582488406364399,2.297375952482529e-06,0.0003456555156283411,112,1,2,0.048397828,35,112,0.04603717,0.04883955,Tier 0: Core Bottleneck Transducer,4.582488406364399,2.297375952482529e-06,0.0003456555156283411,2.297375952482529e-06
GPR162,696,592,41.359317779541016,0.06711944,4.581482532680939,2.30845586678502e-06,0.0003456555156283411,113,0,1,0.0019793971,862,113,-0.00015209243,0.09507332,Tier 2: Physiological Homeostasis Modifier,4.581482532680939,2.30845586678502e-06,0.0003456555156283411,2.30845586678502e-06
SPINT2,701,263,40.77037048339844,0.066954285,4.5778181997557,2.349253773224495e-06,0.00034867871792068823,114,0,1,0.00197949,857,114,0.095513545,-0.00082589826,Tier 2: Physiological Homeostasis Modifier,4.5778181997557,2.349253773224495e-06,0.00034867871792068823,2.349253773224495e-06
OR5D18,250,316,41.47355270385742,0.08825906,4.574508031271039,2.386701491798234e-06,0.00035115642818457497,115,1,2,0.060892165,8,115,0.049776796,0.07504036,Tier 0: Core Bottleneck Transducer,4.574508031271039,2.386701491798234e-06,0.00035115642818457497,2.386701491798234e-06
QSOX2,621,769,41.384857177734375,0.06876989,4.566549293454366,2.4790924216826294e-06,0.00036160554978336286,116,1,2,0.0025846001,415,116,0.0003095786,0.09694573,Tier 0: Core Bottleneck Transducer,4.566549293454366,2.4790924216826294e-06,0.00036160554978336286,2.4790924216826294e-06
MEX3C,619,713,41.70445251464844,0.06856115,4.548374138950573,2.7030980108247325e-06,0.00039090955848849974,117,0,1,0.0019798006,848,117,-5.2490737e-05,0.097012594,Tier 2: Physiological Homeostasis Modifier,4.548374138950573,2.7030980108247325e-06,0.00039090955848849974,2.7030980108247325e-06
IFNB1,629,198,39.82019805908203,0.06824826,4.545218834349913,2.7439104157328587e-06,0.0003927162110486684,118,0,1,0.0019803308,835,118,-0.0031630248,0.09968063,Tier 2: Physiological Homeostasis Modifier,4.545218834349913,2.7439104157328587e-06,0.0003927162110486684,2.7439104157328587e-06
LPIN2,696,921,41.677268981933594,0.066589475,4.5438337790360475,2.762011176997136e-06,0.0003927162110486684,119,1,2,0.04806624,37,119,0.04611418,0.048057575,Tier 0: Core Bottleneck Transducer,4.5438337790360475,2.762011176997136e-06,0.0003927162110486684,2.762011176997136e-06
ABHD12,690,425,36.227996826171875,0.066637285,4.5375130654378015,2.846075245648379e-06,0.00040129660963642146,120,0,1,0.001985714,768,120,-0.043757234,0.13799658,Tier 2: Physiological Homeostasis Modifier,4.5375130654378015,2.846075245648379e-06,0.00040129660963642146,2.846075245648379e-06
DNAJB13,704,316,40.59432220458984,0.06623896,4.531680338871095,2.9258175866285277e-06,0.00040913085591532804,121,0,1,0.0019792141,865,121,0.094218776,-0.0005427253,Tier 2: Physiological Homeostasis Modifier,4.531680338871095,2.9258175866285277e-06,0.00040913085591532804,2.9258175866285277e-06
RADIL,620,937,45.224849700927734,0.068145245,4.521483895859666,3.070381621220553e-06,0.00042582669697583406,122,1,2,0.042287912,78,122,0.029766211,0.06660572,Tier 0: Core Bottleneck Transducer,4.521483895859666,3.070381621220553e-06,0.00042582669697583406,3.070381621220553e-06
TBC1D22A,617,609,40.29993438720703,0.06816607,4.5173382210918,3.1310919195771157e-06,0.0004258453976072188,123,0,1,0.0019797217,849,123,-0.0002255803,0.09662696,Tier 2: Physiological Homeostasis Modifier,4.5173382210918,3.1310919195771157e-06,0.0004258453976072188,3.1310919195771157e-06
PIGS,696,569,41.57074737548828,0.06620538,4.516547641213296,3.1427990398736008e-06,0.0004258453976072188,124,1,2,0.047771104,38,124,0.045377523,0.048251033,Tier 0: Core Bottleneck Transducer,4.516547641213296,3.1427990398736008e-06,0.0004258453976072188,3.1427990398736008e-06
FOXL2,621,520,41.57837677001953,0.06804393,4.5163305597167644,3.1460209634103044e-06,0.0004258453976072188,125,0,1,0.0019796803,850,125,-0.00019740686,0.09642607,Tier 2: Physiological Homeostasis Modifier,4.5163305597167644,3.1460209634103044e-06,0.0004258453976072188,3.1460209634103044e-06
FIP1L1,694,553,41.596248626708984,0.06621726,4.5141819897779225,3.1780809464029546e-06,0.00042677086994553963,126,0,1,0.001979208,866,126,-0.00054587424,0.09419122,Tier 2: Physiological Homeostasis Modifier,4.5141819897779225,3.1780809464029546e-06,0.00042677086994553963,3.1780809464029546e-06
EFNA3,695,246,26.052051544189453,0.06608821,4.506623301009687,3.2933708426589294e-06,0.00043877035163613455,127,1,2,0.047722433,39,127,0.046076253,0.047386598,Tier 0: Core Bottleneck Transducer,4.506623301009687,3.2933708426589294e-06,0.00043877035163613455,3.2933708426589294e-06
MCUR1,618,474,45.01551055908203,0.06771134,4.487783058464865,3.5984078966145897e-06,0.00047338090850838893,128,0,1,0.001979583,852,128,-0.00019831397,0.09595661,Tier 2: Physiological Homeostasis Modifier,4.487783058464865,3.5984078966145897e-06,0.00047338090850838893,3.5984078966145897e-06
CLEC2L,617,266,41.40257263183594,0.067729004,4.487150179332616,3.609109763450483e-06,0.00047338090850838893,129,0,1,0.0019795762,853,129,-0.00014062971,0.0959239,Tier 2: Physiological Homeostasis Modifier,4.487150179332616,3.609109763450483e-06,0.00047338090850838893,3.609109763450483e-06
LSMEM2,621,189,28.30597496032715,0.06759297,4.485135121722509,3.6433871244019633e-06,0.0004742008472683171,130,0,1,0.0019796002,851,130,-0.00044861948,0.09603952,Tier 2: Physiological Homeostasis Modifier,4.485135121722509,3.6433871244019633e-06,0.0004742008472683171,3.6433871244019633e-06
ONECUT2,618,519,31.493776321411133,0.06760591,4.480498236850707,3.72344975562375e-06,0.00048092190736758665,131,0,1,0.0019795655,854,131,-0.00026336405,0.095872566,Tier 2: Physiological Homeostasis Modifier,4.480498236850707,3.72344975562375e-06,0.00048092190736758665,3.72344975562375e-06
GXYLT2,611,461,40.33063888549805,0.067495406,4.459867567275119,4.100515602286653e-06,0.0005224415207308033,132,0,1,0.0019795075,855,132,-0.00014306465,0.09559597,Tier 2: Physiological Homeostasis Modifier,4.459867567275119,4.100515602286653e-06,0.0005224415207308033,4.100515602286653e-06
KAT2B,615,944,42.05333709716797,0.06738289,4.459546530868969,4.1066620719383475e-06,0.0005224415207308033,133,1,2,0.043007493,73,133,0.031083697,0.064210095,Tier 0: Core Bottleneck Transducer,4.459546530868969,4.1066620719383475e-06,0.0005224415207308033,4.1066620719383475e-06
BRF1,613,721,40.74089431762695,0.067309834,4.45079836920899,4.277581955565389e-06,0.0005384538415396638,134,1,2,0.0029909776,349,134,0.0005192368,0.09467125,Tier 0: Core Bottleneck Transducer,4.45079836920899,4.277581955565389e-06,0.0005384538415396638,4.277581955565389e-06
NAT8L,615,316,37.78654479980469,0.067240596,4.449725888690519,4.2989977910622594e-06,0.0005384538415396638,135,0,1,0.0019794037,861,135,-1.1342112e-05,0.0951039,Tier 2: Physiological Homeostasis Modifier,4.449725888690519,4.2989977910622594e-06,0.0005384538415396638,4.2989977910622594e-06
MAFA,612,436,33.22521209716797,0.067300275,4.4482817122483125,4.327997780697061e-06,0.0005384538415396638,136,0,1,0.0019794581,859,136,-0.00018484425,0.09536181,Tier 2: Physiological Homeostasis Modifier,4.4482817122483125,4.327997780697061e-06,0.0005384538415396638,4.327997780697061e-06
NKX2-1,700,379,33.25178909301758,0.06489524,4.429742097740797,4.717292351699123e-06,0.0005826028218302858,137,1,2,0.04673934,41,137,0.043248937,0.048526794,Tier 0: Core Bottleneck Transducer,4.429742097740797,4.717292351699123e-06,0.0005826028218302858,4.717292351699123e-06
KMT2B,614,2764,41.75843048095703,0.06687491,4.422647599435952,4.874934911634735e-06,0.0005977094109047806,138,1,2,0.042788688,75,138,0.030992465,0.063582934,Tier 0: Core Bottleneck Transducer,4.422647599435952,4.874934911634735e-06,0.0005977094109047806,4.874934911634735e-06
SCRT1,613,445,37.06644821166992,0.06681589,4.416734418304996,5.010161076019769e-06,0.0006098699669514711,139,0,1,0.0019793152,863,139,-0.00019739615,0.09468934,Tier 2: Physiological Homeostasis Modifier,4.416734418304996,5.010161076019769e-06,0.0006098699669514711,5.010161076019769e-06
SAPCD2,614,434,40.98223114013672,0.06658962,4.402965472724429,5.339058263341942e-06,0.0006452633272553262,140,1,2,0.042294096,77,140,0.030397419,0.063774526,Tier 0: Core Bottleneck Transducer,4.402965472724429,5.339058263341942e-06,0.0006452633272553262,5.339058263341942e-06
MRPS2,615,312,35.57949447631836,0.06641148,4.392503155754296,5.602650160075298e-06,0.0006723180192090357,141,0,1,0.0019792176,864,141,-0.0003152846,0.0942353,Tier 2: Physiological Homeostasis Modifier,4.392503155754296,5.602650160075298e-06,0.0006723180192090357,5.602650160075298e-06
DACH1,611,783,41.49995040893555,0.066288546,4.376703290604254,6.024390692332489e-06,0.0007166665729596803,142,0,1,0.001979161,868,142,-0.00022731372,0.09397346,Tier 2: Physiological Homeostasis Modifier,4.376703290604254,6.024390692332489e-06,0.0007166665729596803,6.024390692332489e-06
KMT5A,607,364,41.52882766723633,0.06637851,4.375528385346288,6.056933802200608e-06,0.0007166665729596803,143,0,1,0.0019791862,867,143,-0.00021652365,0.09408991,Tier 2: Physiological Homeostasis Modifier,4.375528385346288,6.056933802200608e-06,0.0007166665729596803,6.056933802200608e-06
DNAJC5G,469,219,38.824947357177734,0.07058276,4.3569027991641605,6.595790706072589e-06,0.0007750054079635292,144,1,2,0.039856363,101,144,0.026187986,0.07363111,Tier 0: Core Bottleneck Transducer,4.3569027991641605,6.595790706072589e-06,0.0007750054079635292,6.595790706072589e-06
FHIP2A,691,800,41.67417526245117,0.06384119,4.340832901129563,7.097181989821459e-06,0.0008281677190881316,145,1,2,0.0020940097,649,145,0.09022591,5.916087e-05,Tier 0: Core Bottleneck Transducer,4.340832901129563,7.097181989821459e-06,0.0008281677190881316,7.097181989821459e-06
SLC22A15,692,567,41.365386962890625,0.063764654,4.336960141662263,7.223340476409115e-06,0.0008288023035283113,146,1,2,0.04606684,45,146,0.044091333,0.04608549,Tier 0: Core Bottleneck Transducer,4.336960141662263,7.223340476409115e-06,0.0008288023035283113,7.223340476409115e-06
EOMES,692,713,44.358680725097656,0.06375525,4.336292965404374,7.245289143422044e-06,0.0008288023035283113,147,1,2,0.046040885,46,147,0.043709233,0.046454303,Tier 0: Core Bottleneck Transducer,4.336292965404374,7.245289143422044e-06,0.0008288023035283113,7.245289143422044e-06
SALL3,605,1401,38.94612503051758,0.06585981,4.33616303472398,7.249570976488775e-06,0.0008288023035283113,148,0,1,0.0019790179,869,148,-0.00017812359,0.09331796,Tier 2: Physiological Homeostasis Modifier,4.33616303472398,7.249570976488775e-06,0.0008288023035283113,7.249570976488775e-06
TUG1,691,168,28.787582397460938,0.063420735,4.31101322235945,8.12540933719475e-06,0.0009226974898344641,149,1,2,0.045822896,48,149,0.043833323,0.045857146,Tier 0: Core Bottleneck Transducer,4.31101322235945,8.12540933719475e-06,0.0009226974898344641,8.12540933719475e-06
HMX1,603,426,33.13951873779297,0.06542064,4.3023046410959145,8.451534351569553e-06,0.0009533330748570455,150,0,1,0.0019788928,872,150,-0.00023553567,0.09275429,Tier 2: Physiological Homeostasis Modifier,4.3023046410959145,8.451534351569553e-06,0.0009533330748570455,8.451534351569553e-06
HDC,689,707,41.694488525390625,0.06318417,4.291145183684196,8.887702347366894e-06,0.0009958935345526347,151,1,2,0.045669805,50,151,0.04406768,0.04528824,Tier 0: Core Bottleneck Transducer,4.291145183684196,8.887702347366894e-06,0.0009958935345526347,8.887702347366894e-06
ANKRD13A,689,591,37.926490783691406,0.06314574,4.2884214541580645,8.997370502298594e-06,0.0010015494006506067,152,1,2,0.045644026,51,152,0.04409573,0.045205828,Tier 0: Core Bottleneck Transducer,4.2884214541580645,8.997370502298594e-06,0.0010015494006506067,8.997370502298594e-06
ACKR2,668,416,41.11616134643555,0.063552365,4.2840330254480135,9.176782572246022e-06,0.0010148441903425013,153,0,1,0.0019782595,889,153,-0.00011707842,0.089993685,Tier 2: Physiological Homeostasis Modifier,4.2840330254480135,9.176782572246022e-06,0.0010148441903425013,9.176782572246022e-06
FOXF2,605,474,45.092777252197266,0.064992584,4.276543080009009,9.490891904484654e-06,0.0010375396930256333,154,0,1,0.0019787424,875,154,-0.0001708208,0.092084214,Tier 2: Physiological Homeostasis Modifier,4.276543080009009,9.490891904484654e-06,0.0010375396930256333,9.490891904484654e-06
KANSL3,691,883,42.23260116577149,0.06292569,4.275903441582078,9.518186191437386e-06,0.0010375396930256333,155,1,2,0.045454245,52,155,0.04313053,0.045859836,Tier 0: Core Bottleneck Transducer,4.275903441582078,9.518186191437386e-06,0.0010375396930256333,9.518186191437386e-06
TCF7L1,607,671,41.748104095458984,0.06490516,4.274158983699572,9.59300521056725e-06,0.0010375396930256333,156,1,2,0.041128542,86,156,0.029450685,0.06233908,Tier 0: Core Bottleneck Transducer,4.274158983699572,9.59300521056725e-06,0.0010375396930256333,9.59300521056725e-06
EGLN1,602,532,37.8646354675293,0.06500872,4.272181719488153,9.67848642070996e-06,0.0010375396930256333,157,0,1,0.0019787247,877,157,-6.985292e-05,0.09200607,Tier 2: Physiological Homeostasis Modifier,4.272181719488153,9.67848642070996e-06,0.0010375396930256333,9.67848642070996e-06
ST7,689,527,41.41498947143555,0.06291332,4.271948666844412,9.688609426598703e-06,0.0010375396930256333,158,0,1,0.001978123,892,158,-0.0004471019,0.08941996,Tier 2: Physiological Homeostasis Modifier,4.271948666844412,9.688609426598703e-06,0.0010375396930256333,9.688609426598703e-06
RBMXL2,603,498,41.84865188598633,0.06495249,4.270145729002145,9.767264312179602e-06,0.0010393843532206218,159,0,1,0.0019787226,878,159,-0.00013981387,0.091996506,Tier 2: Physiological Homeostasis Modifier,4.270145729002145,9.767264312179602e-06,0.0010393843532206218,9.767264312179602e-06
